  -56.300 1260.915  163.315   0.0191  1  3  1.5  1.5
   -0.255 1317.483  163.380   0.2019  1  3  1.5  0.5
  -56.300 1261.834  163.429   0.0062  1  3  1.5  0.5
    0.000 1318.256  163.444   0.2939  1  3  2.5  1.5
   -0.255 1318.256  163.476   0.0223  1  3  1.5  1.5
  -56.300 1263.118  163.588   0.1647  1  3  1.5  2.5
  -56.300 1263.272  163.607   0.0353  1  3  1.5  1.5
  -56.300 1264.542  163.765   0.0008  1  3  1.5  0.5
   -0.255 1322.235  163.969   0.0028  1  3  1.5  0.5
  -56.300 1269.321  164.357   1.3441  1  3  1.5  2.5
  -56.300 1269.532  164.384   1.2089  1  3  1.5  2.5
  -56.300 1270.484  164.502   1.7600  1  3  1.5  1.5
  -56.300 1271.031  164.569   0.9009  1  3  1.5  0.5
   37.816 1366.724  164.765   1.1498  1  3  1.5  2.5
   37.816 1367.190  164.823   0.1385  1  3  1.5  1.5
   37.479 1367.190  164.865   0.7021  1  3  0.5  1.5
  -56.300 1308.779  169.250   0.0002  1  3  1.5  1.5
  -56.300 1308.842  169.257   0.0008  1  3  1.5  2.5
  -56.300 1310.107  169.414   0.0005  1  3  1.5  2.5
    0.000 1366.724  169.454   0.0256  1  3  2.5  2.5
   -0.255 1366.724  169.485   0.0063  1  3  1.5  2.5
    0.000 1367.190  169.511   0.0020  1  3  2.5  1.5
   -0.255 1367.190  169.543   0.0123  1  3  1.5  1.5
  -56.300 1317.483  170.329   0.0001  1  3  1.5  0.5
  -56.300 1318.256  170.425   0.0007  1  3  1.5  1.5
  -56.300 1322.235  170.918   0.0003  1  3  1.5  0.5
   37.816 1480.209  178.835   0.0001  1  2  1.5  0.5
   37.479 1480.209  178.877   0.0002  1  2  0.5  0.5
   37.816 1481.776  179.030   0.0007  1  2  1.5  1.5
   37.479 1481.776  179.072   0.0001  1  2  0.5  1.5
   37.816 1485.519  179.494   0.0047  1  2  1.5  0.5
   37.479 1485.519  179.536   0.0126  1  2  0.5  0.5
   37.816 1488.570  179.872   0.0333  1  2  1.5  1.5
   37.479 1488.570  179.914   0.0075  1  2  0.5  1.5
   -0.255 1480.209  183.556   0.0009  1  2  1.5  0.5
    0.000 1481.776  183.718   0.0016  1  2  2.5  1.5
   -0.255 1481.776  183.750   0.0002  1  2  1.5  1.5
    0.000 1484.391  184.043   0.0002  1  2  2.5  2.5
   -0.255 1485.519  184.214   0.0357  1  2  1.5  0.5
   37.816 1523.793  184.239   0.0228  1  2  1.5  2.5
   37.816 1523.812  184.242   0.0060  1  2  1.5  1.5
   37.479 1523.812  184.283   0.0125  1  2  0.5  1.5
    0.000 1488.570  184.561   0.0619  1  2  2.5  1.5
   -0.255 1488.570  184.592   0.0031  1  2  1.5  1.5
   37.816 1540.889  186.359   0.0003  1  4  1.5  1.5
   37.479 1540.889  186.401   0.0014  1  4  0.5  1.5
   37.816 1544.057  186.752   0.0439  1  4  1.5  1.5
   37.816 1544.197  186.769   0.0034  1  4  1.5  0.5
   37.479 1544.057  186.793   0.0145  1  4  0.5  1.5
   37.479 1544.197  186.811   0.0073  1  4  0.5  0.5
   37.816 1544.927  186.860   0.0018  1  4  1.5  2.5
   37.816 1545.736  186.960   0.0562  1  4  1.5  1.5
   37.479 1545.736  187.002   0.0335  1  4  0.5  1.5
   37.816 1547.580  187.188   0.0240  1  4  1.5  0.5
   37.479 1547.580  187.230   0.0522  1  4  0.5  0.5
   37.816 1548.397  187.290   0.0014  1  4  1.5  2.5
   37.816 1549.407  187.415   0.0021  1  4  1.5  2.5
   37.479 1549.244  187.437   0.0005  1  4  0.5  1.5
   37.479 1549.669  187.489   0.0001  1  4  0.5  0.5
   37.816 1556.111  188.246   0.0925  1  4  1.5  1.5
   37.479 1556.111  188.288   0.2729  1  4  0.5  1.5
   37.816 1556.880  188.341   0.4947  1  4  1.5  2.5
    0.000 1523.793  188.928   0.0655  1  2  2.5  2.5
    0.000 1523.812  188.930   0.0029  1  2  2.5  1.5
   -0.255 1523.793  188.959   0.0071  1  2  1.5  2.5
   -0.255 1523.812  188.962   0.0415  1  2  1.5  1.5
  -56.300 1480.209  190.504   0.0138  1  2  1.5  0.5
  -56.300 1481.776  190.699   0.0279  1  2  1.5  1.5
  -56.300 1484.391  191.023   0.0435  1  2  1.5  2.5
   -0.255 1540.889  191.079   0.0010  1  4  1.5  1.5
    0.000 1541.548  191.129   0.0009  1  4  2.5  2.5
   -0.255 1541.548  191.161   0.0057  1  4  1.5  2.5
  -56.300 1485.519  191.163   0.0002  1  2  1.5  0.5
    0.000 1542.744  191.277   0.0099  1  4  2.5  3.5
   37.816 1581.817  191.433   0.0438  1  2  1.5  0.5
    0.000 1544.057  191.440   0.0050  1  4  2.5  1.5
   -0.255 1544.057  191.472   0.0032  1  4  1.5  1.5
   37.479 1581.817  191.475   0.0229  1  2  0.5  0.5
   -0.255 1544.197  191.489   0.0008  1  4  1.5  0.5
  -56.300 1488.570  191.541   0.0005  1  2  1.5  1.5
    0.000 1544.927  191.548   0.0009  1  4  2.5  2.5
   -0.255 1544.927  191.580   0.0020  1  4  1.5  2.5
    0.000 1545.736  191.648   0.0046  1  4  2.5  1.5
   -0.255 1545.736  191.680   0.0118  1  4  1.5  1.5
    0.000 1546.402  191.731   0.0034  1  4  2.5  3.5
   -0.255 1547.580  191.909   0.0033  1  4  1.5  0.5
   -0.255 1548.397  192.010   0.0033  1  4  1.5  2.5
   37.816 1586.654  192.033   0.0013  1  4  1.5  2.5
    0.000 1549.244  192.083   0.0003  1  4  2.5  1.5
    0.000 1549.407  192.103   0.0218  1  4  2.5  2.5
   -0.255 1549.407  192.135   0.5235  1  4  1.5  2.5
   37.816 1587.639  192.155   0.0080  1  4  1.5  1.5
   37.816 1587.829  192.179   0.1960  1  4  1.5  2.5
   37.479 1587.639  192.197   0.0776  1  4  0.5  1.5
    0.000 1552.314  192.464   0.7604  1  4  2.5  3.5
   37.816 1590.509  192.511   0.0266  1  4  1.5  0.5
   37.479 1590.509  192.553   0.0705  1  4  0.5  0.5
   37.816 1590.907  192.560   0.1991  1  4  1.5  1.5
   37.479 1590.907  192.602   0.0353  1  4  0.5  1.5
   37.816 1593.260  192.852   0.0602  1  4  1.5  0.5
   37.479 1593.260  192.894   0.0238  1  4  0.5  0.5
    0.000 1556.111  192.935   0.0164  1  4  2.5  1.5
   -0.255 1556.111  192.966   0.0755  1  4  1.5  1.5
    0.000 1556.880  193.030   0.1887  1  4  2.5  2.5
   -0.255 1556.880  193.062   0.0179  1  4  1.5  2.5
   -0.255 1581.817  196.153   0.0001  1  2  1.5  0.5
    0.000 1585.446  196.572   0.0759  1  4  2.5  3.5
    0.000 1586.383  196.688   0.8050  1  4  2.5  3.5
    0.000 1586.654  196.722   0.1045  1  4  2.5  2.5
   -0.255 1586.654  196.753   0.5821  1  4  1.5  2.5
    0.000 1587.639  196.844   0.0295  1  4  2.5  1.5
    0.000 1587.829  196.867   0.2742  1  4  2.5  2.5
   -0.255 1587.639  196.875   0.2319  1  4  1.5  1.5
   -0.255 1587.829  196.899   0.0605  1  4  1.5  2.5
   -0.255 1590.509  197.231   0.0594  1  4  1.5  0.5
    0.000 1590.907  197.249   0.0863  1  4  2.5  1.5
   -0.255 1590.907  197.280   0.0076  1  4  1.5  1.5
   -0.255 1593.260  197.572   0.0006  1  4  1.5  0.5
  -56.300 1540.889  198.028   0.0011  1  4  1.5  1.5
  -56.300 1541.548  198.110   0.0065  1  4  1.5  2.5
  -56.300 1544.057  198.421   0.0326  1  4  1.5  1.5
  -56.300 1544.197  198.438   0.0054  1  4  1.5  0.5
  -56.300 1544.927  198.529   0.1722  1  4  1.5  2.5
  -56.300 1545.736  198.629   0.0120  1  4  1.5  1.5
  -56.300 1548.397  198.959   0.5651  1  4  1.5  2.5
  -56.300 1549.244  199.064   0.4523  1  4  1.5  1.5
  -56.300 1549.407  199.084   0.0011  1  4  1.5  2.5
  -56.300 1549.669  199.116   0.2440  1  4  1.5  0.5
   37.816 1645.762  199.362   0.2821  1  4  1.5  2.5
   37.816 1645.896  199.378   0.0325  1  4  1.5  1.5
   37.479 1645.896  199.420   0.1707  1  4  0.5  1.5
  -56.300 1556.111  199.915   0.0004  1  4  1.5  1.5
  -56.300 1556.880  200.010   0.0018  1  4  1.5  2.5
   37.816 1670.369  202.412   0.0004  1  5  1.5  1.5
   37.479 1670.369  202.454   0.0034  1  5  0.5  1.5
   37.816 1672.488  202.675   0.0177  1  5  1.5  1.5
   37.816 1672.581  202.687   0.0016  1  5  1.5  0.5
   37.479 1672.488  202.717   0.0070  1  5  0.5  1.5
   37.479 1672.581  202.728   0.0035  1  5  0.5  0.5
   37.816 1673.038  202.743   0.0054  1  5  1.5  2.5
   37.816 1673.942  202.855   0.0182  1  5  1.5  1.5
   37.479 1673.942  202.897   0.0354  1  5  0.5  1.5
   37.816 1675.572  203.057   0.0067  1  5  1.5  2.5
   37.816 1675.862  203.093   0.0114  1  5  1.5  0.5
   37.816 1675.893  203.097   0.0027  1  5  1.5  2.5
   37.479 1675.862  203.135   0.0254  1  5  0.5  0.5
   37.479 1676.408  203.203   0.0005  1  5  0.5  1.5
   37.479 1676.701  203.239   0.0002  1  5  0.5  0.5
   37.816 1679.788  203.580   0.0653  1  5  1.5  1.5
   37.479 1679.788  203.622   0.1508  1  5  0.5  1.5
   37.816 1680.497  203.668   0.2973  1  5  1.5  2.5
  -56.300 1587.829  203.848   0.0003  1  4  1.5  2.5
    0.000 1645.762  204.050   0.0006  1  4  2.5  2.5
   -0.255 1645.762  204.082   0.0007  1  4  1.5  2.5
  -56.300 1590.907  204.229   0.0003  1  4  1.5  1.5
  -56.300 1593.260  204.521   0.0001  1  4  1.5  0.5
   -0.255 1670.369  207.133   0.0011  1  5  1.5  1.5
    0.000 1670.859  207.162   0.0006  1  5  2.5  2.5
   -0.255 1670.859  207.193   0.0103  1  5  1.5  2.5
    0.000 1672.088  207.314   0.0144  1  5  2.5  3.5
    0.000 1672.488  207.364   0.0011  1  5  2.5  1.5
   -0.255 1672.488  207.395   0.0011  1  5  1.5  1.5
   -0.255 1672.581  207.407   0.0002  1  5  1.5  0.5
    0.000 1673.038  207.432   0.0017  1  5  2.5  2.5
   -0.255 1673.038  207.464   0.0007  1  5  1.5  2.5
    0.000 1673.942  207.544   0.0006  1  5  2.5  1.5
   -0.255 1673.942  207.576   0.0090  1  5  1.5  1.5
    0.000 1675.052  207.682   0.0016  1  5  2.5  3.5
    0.000 1675.572  207.746   0.0067  1  5  2.5  2.5
   -0.255 1675.572  207.778   0.3095  1  5  1.5  2.5
    0.000 1675.893  207.786   0.0003  1  5  2.5  2.5
   -0.255 1675.862  207.814   0.0007  1  5  1.5  0.5
   -0.255 1675.893  207.817   0.0119  1  5  1.5  2.5
   37.816 1714.233  207.851   0.0011  1  5  1.5  2.5
   37.816 1714.764  207.917   0.0028  1  5  1.5  1.5
   37.816 1714.850  207.927   0.0740  1  5  1.5  2.5
   37.479 1714.764  207.958   0.0281  1  5  0.5  1.5
   37.816 1716.136  208.087   0.0103  1  5  1.5  0.5
    0.000 1678.452  208.103   0.4573  1  5  2.5  3.5
   37.816 1716.353  208.114   0.0900  1  5  1.5  1.5
   37.479 1716.136  208.129   0.0332  1  5  0.5  0.5
   37.479 1716.353  208.156   0.0161  1  5  0.5  1.5
   37.816 1717.000  208.194   0.0418  1  5  1.5  0.5
   37.479 1717.000  208.236   0.0155  1  5  0.5  0.5
    0.000 1679.788  208.269   0.0081  1  5  2.5  1.5
   -0.255 1679.788  208.300   0.0322  1  5  1.5  1.5
    0.000 1680.497  208.357   0.0981  1  5  2.5  2.5
   -0.255 1680.497  208.388   0.0004  1  5  1.5  2.5
    0.000 1713.668  212.469   0.0348  1  5  2.5  3.5
    0.000 1714.084  212.521   0.3173  1  5  2.5  3.5
    0.000 1714.233  212.539   0.0399  1  5  2.5  2.5
   -0.255 1714.233  212.571   0.2418  1  5  1.5  2.5
    0.000 1714.764  212.605   0.0131  1  5  2.5  1.5
    0.000 1714.850  212.616   0.1254  1  5  2.5  2.5
   -0.255 1714.764  212.637   0.1018  1  5  1.5  1.5
   -0.255 1714.850  212.648   0.0231  1  5  1.5  2.5
    0.000 1716.353  212.802   0.0395  1  5  2.5  1.5
   -0.255 1716.136  212.807   0.0268  1  5  1.5  0.5
   -0.255 1716.353  212.834   0.0036  1  5  1.5  1.5
   -0.255 1717.000  212.914   0.0005  1  5  1.5  0.5
  -56.300 1670.369  214.081   0.0022  1  5  1.5  1.5
  -56.300 1670.859  214.142   0.0157  1  5  1.5  2.5
  -56.300 1672.488  214.344   0.0249  1  5  1.5  1.5
  -56.300 1672.581  214.356   0.0043  1  5  1.5  0.5
  -56.300 1673.038  214.412   0.1323  1  5  1.5  2.5
  -56.300 1673.942  214.524   0.0112  1  5  1.5  1.5
  -56.300 1675.572  214.726   0.0135  1  5  1.5  2.5
  -56.300 1675.893  214.766   0.1601  1  5  1.5  2.5
  -56.300 1676.408  214.830   0.1769  1  5  1.5  1.5
  -56.300 1676.701  214.867   0.1038  1  5  1.5  0.5
   37.816 1773.436  215.191   0.1365  1  5  1.5  2.5
   37.816 1773.513  215.201   0.0159  1  5  1.5  1.5
   37.479 1773.513  215.243   0.0839  1  5  0.5  1.5
  -56.300 1679.788  215.249   0.0010  1  5  1.5  1.5
  -56.300 1680.497  215.337   0.0029  1  5  1.5  2.5
  -56.300 1714.850  219.596   0.0001  1  5  1.5  2.5
  -56.300 1716.353  219.783   0.0001  1  5  1.5  1.5
    0.000 1773.436  219.880   0.0008  1  5  2.5  2.5
   -0.255 1773.436  219.911   0.0005  1  5  1.5  2.5
   -0.255 1773.513  219.921   0.0003  1  5  1.5  1.5
