    130.7665   0.0001
    130.9621   0.0004
    132.5318   0.0239
    132.5736   0.0621
    132.9020   0.1648
    132.9438   0.0388
    135.4867   0.0006
    135.6507   0.0013
    135.6823   0.0004
    135.9608   0.0008
    136.5083   0.1060
    136.5142   0.0319
    136.5560   0.0573
    137.2520   0.1826
    137.5906   0.3184
    137.6222   0.0143
    141.1969   0.3461
    141.2028   0.0140
    141.2285   0.0345
    141.2344   0.2211
    142.4355   0.0882
    142.6311   0.1769
    142.9412   0.2674
    143.7399   0.1149
    143.7817   0.0632
    144.2008   0.0001
    144.5710   0.0003
    148.1773   0.0003
    148.4601   0.0003
    150.8410   0.0002
    150.8828   0.0001
    151.6460   0.2673
    151.6878   0.0671
    151.7599   0.0244
    151.8017   0.0486
    151.9191   0.0001
    151.9382   0.0643
    151.9800   0.0186
    152.0956   0.0582
    152.1374   0.1166
    152.6881   0.0012
    152.8742   0.0002
    154.9822   0.1719
    155.0240   0.6198
    155.0688   0.9665
    155.5612   0.0013
    155.6317   0.0013
    155.6633   0.0023
    155.7844   0.0049
    156.3346   0.0641
    156.3662   0.0301
    156.4801   0.0118
    156.6077   0.0005
    156.6268   0.0116
    156.6393   0.0045
    156.6584   0.0129
    156.7238   0.0080
    156.8158   0.0221
    157.3767   0.0182
    157.4029   0.0310
    157.4083   0.3197
    157.4345   0.3253
    157.5210   0.0009
    157.5804   0.0526
    157.5882   0.3910
    157.6204   0.0001
    157.6222   0.4547
    157.7450   0.6830
    157.7799   0.9298
    158.6595   0.0997
    158.7014   0.2805
    158.7554   0.7528
    158.7972   0.1269
    159.2487   0.2810
    159.2905   0.1148
    159.6708   0.0666
    159.7024   0.3753
    159.7574   0.7692
    159.7890   0.2164
    161.6619   0.0726
    162.2690   0.0889
    162.2768   1.1871
    162.2920   4.1741
    162.3006   0.7510
    162.3084   0.9480
    162.4336   0.0616
    162.4652   1.9411
    162.5100   0.0002
    162.6121   0.0010
    163.3150   0.0191
    163.3797   0.2019
    163.4289   0.0062
    163.4440   0.2939
    163.4755   0.0223
    163.5881   0.1647
    163.6072   0.0353
    163.7646   0.0008
    163.9689   0.0028
    164.3571   1.3441
    164.3833   1.2089
    164.5014   1.7600
    164.5692   0.9009
    164.7647   1.1498
    164.8224   0.1385
    164.8643   0.7021
    169.2494   0.0002
    169.2572   0.0008
    169.4140   0.0005
    169.4533   0.0256
    169.4849   0.0063
    169.5110   0.0020
    169.5426   0.0123
    170.3285   0.0001
    170.4244   0.0007
    170.9177   0.0003
    178.8351   0.0001
    178.8769   0.0002
    179.0294   0.0007
    179.0712   0.0001
    179.4935   0.0047
    179.5353   0.0126
    179.8718   0.0333
    179.9136   0.0075
    183.5553   0.0009
    183.7180   0.0016
    183.7496   0.0002
    184.0423   0.0002
    184.2137   0.0357
    184.2388   0.0228
    184.2413   0.0060
    184.2831   0.0125
    184.5604   0.0619
    184.5920   0.0031
    186.3585   0.0003
    186.4003   0.0014
    186.7513   0.0439
    186.7687   0.0034
    186.7931   0.0145
    186.8105   0.0073
    186.8592   0.0018
    186.9594   0.0562
    187.0012   0.0335
    187.1881   0.0240
    187.2299   0.0522
    187.2893   0.0014
    187.4146   0.0021
    187.4363   0.0005
    187.4889   0.0001
    188.2458   0.0925
    188.2876   0.2729
    188.3412   0.4947
    188.9274   0.0655
    188.9299   0.0029
    188.9590   0.0071
    188.9615   0.0415
    190.5041   0.0138
    190.6984   0.0279
    191.0227   0.0435
    191.0787   0.0010
    191.1288   0.0009
    191.1604   0.0057
    191.1625   0.0002
    191.2771   0.0099
    191.4330   0.0438
    191.4399   0.0050
    191.4715   0.0032
    191.4748   0.0229
    191.4889   0.0008
    191.5408   0.0005
    191.5478   0.0009
    191.5794   0.0020
    191.6480   0.0046
    191.6796   0.0118
    191.7307   0.0034
    191.9082   0.0033
    192.0095   0.0033
    192.0327   0.0013
    192.0831   0.0003
    192.1032   0.0218
    192.1348   0.5235
    192.1548   0.0080
    192.1784   0.1960
    192.1966   0.0776
    192.4637   0.7604
    192.5107   0.0266
    192.5525   0.0705
    192.5600   0.1991
    192.6018   0.0353
    192.8517   0.0602
    192.8935   0.0238
    192.9344   0.0164
    192.9660   0.0755
    193.0298   0.1887
    193.0614   0.0179
    196.1532   0.0001
    196.5716   0.0759
    196.6877   0.8050
    196.7213   0.1045
    196.7529   0.5821
    196.8434   0.0295
    196.8670   0.2742
    196.8750   0.2319
    196.8986   0.0605
    197.2309   0.0594
    197.2486   0.0863
    197.2801   0.0076
    197.5719   0.0006
    198.0275   0.0011
