      37.816  1.5  1 (2p) 2p      1092.512  0.5  1 (3p) 4p       130.767    130.7665   0.000   0.0001  -3.940 8.515E+07-1.15E-01
      37.816  1.5  1 (2p) 2p      1094.090  1.5  1 (3p) 4p       130.962    130.9621   0.000   0.0004  -3.411 2.891E+08-1.92E-01
      37.816  1.5  1 (2p) 2p      1106.750  0.5  1 (3p) 2p       132.532    132.5318   0.021   0.0239  -1.622 1.820E+10 4.44E-01
      37.479  0.5  1 (2p) 2p      1106.750  0.5  1 (3p) 2p       132.574    132.5736   0.055   0.0621  -1.207 4.733E+10 8.18E-01
      37.816  1.5  1 (2p) 2p      1109.736  1.5  1 (3p) 2p       132.902    132.9020   0.145   0.1648  -0.783 1.263E+11 8.06E-01
      37.479  0.5  1 (2p) 2p      1109.736  1.5  1 (3p) 2p       132.944    132.9438   0.034   0.0388  -1.411 2.973E+10-8.79E-01
      -0.255  1.5  1 (2d) 2d      1092.512  0.5  1 (3p) 4p       135.487    135.4867   0.000   0.0006  -3.258 4.401E+08 8.09E-01
       0.000  2.5  1 (2d) 2d      1094.090  1.5  1 (3p) 4p       135.651    135.6507   0.001   0.0013  -2.887 1.036E+09 7.58E-01
      -0.255  1.5  1 (2d) 2d      1094.090  1.5  1 (3p) 4p       135.683    135.6823   0.000   0.0004  -3.427 2.989E+08-6.18E-01
       0.000  2.5  1 (2d) 2d      1096.591  2.5  1 (3p) 4p       135.961    135.9608   0.001   0.0008  -3.088 6.547E+08-9.99E-01
      37.816  1.5  1 (2p) 2p      1138.823  2.5  1 (1d) 2d       136.509    136.5083   0.091   0.1060  -0.975 8.567E+10 6.66E-01
      37.816  1.5  1 (2p) 2p      1138.870  1.5  1 (1d) 2d       136.514    136.5142   0.027   0.0319  -1.497 2.577E+10 8.22E-01
      37.479  0.5  1 (2p) 2p      1138.870  1.5  1 (1d) 2d       136.556    136.5560   0.049   0.0573  -1.242 4.633E+10 6.34E-01
      -0.255  1.5  1 (2d) 2d      1106.750  0.5  1 (3p) 2p       137.252    137.2520   0.156   0.1826  -0.738 1.493E+11-9.75E-01
       0.000  2.5  1 (2d) 2d      1109.736  1.5  1 (3p) 2p       137.591    137.5906   0.271   0.3184  -0.497 2.615E+11-9.79E-01
