  130.767   0.0001   0.851E+08  1.5   37.816
  130.962   0.0004   0.289E+09  1.5   37.816
  132.532   0.0239   0.182E+11  1.5   37.816
  132.574   0.0621   0.473E+11  0.5   37.479
  132.902   0.1648   0.126E+12  1.5   37.816
  132.944   0.0388   0.297E+11  0.5   37.479
  135.487   0.0006   0.440E+09  1.5   -0.255
  135.651   0.0013   0.104E+10  2.5    0.000
  135.683   0.0004   0.299E+09  1.5   -0.255
  135.961   0.0008   0.655E+09  2.5    0.000
  136.509   0.1060   0.857E+11  1.5   37.816
  136.514   0.0319   0.258E+11  1.5   37.816
  136.556   0.0573   0.463E+11  0.5   37.479
  137.252   0.1826   0.149E+12  1.5   -0.255
  137.591   0.3184   0.262E+12  2.5    0.000
  137.622   0.0143   0.117E+11  1.5   -0.255
  141.197   0.3461   0.299E+12  2.5    0.000
  141.203   0.0140   0.122E+11  2.5    0.000
  141.229   0.0345   0.299E+11  1.5   -0.255
  141.235   0.2211   0.191E+12  1.5   -0.255
  142.436   0.0882   0.776E+11  1.5  -56.300
  142.631   0.1769   0.156E+12  1.5  -56.300
  142.941   0.2674   0.237E+12  1.5  -56.300
  143.740   0.1149   0.103E+12  1.5   37.816
  143.782   0.0632   0.567E+11  0.5   37.479
  144.201   0.0001   0.995E+08  1.5  -56.300
  144.571   0.0003   0.264E+09  1.5  -56.300
  148.178   0.0003   0.270E+09  1.5  -56.300
  148.460   0.0003   0.265E+09  1.5   -0.255
  150.841   0.0002   0.190E+09  1.5   37.816
  150.883   0.0001   0.118E+09  0.5   37.479
  151.646   0.2673   0.267E+12  1.5   37.816
  151.688   0.0671   0.670E+11  0.5   37.479
  151.760   0.0244   0.244E+11  1.5   37.816
  151.802   0.0486   0.486E+11  0.5   37.479
  151.919   0.0001   0.148E+09  1.5   37.816
  151.938   0.0643   0.644E+11  1.5   37.816
  151.980   0.0186   0.186E+11  0.5   37.479
  152.096   0.0582   0.584E+11  1.5   37.816
  152.138   0.1166   0.117E+12  0.5   37.479
  152.688   0.0012   0.124E+10  1.5   37.816
  152.874   0.0002   0.225E+09  0.5   37.479
  154.982   0.1719   0.179E+12  1.5   37.816
  155.024   0.6198   0.646E+12  0.5   37.479
  155.069   0.9665   0.101E+13  1.5   37.816
  155.561   0.0013   0.142E+10  1.5   -0.255
  155.632   0.0013   0.139E+10  2.5    0.000
  155.663   0.0023   0.237E+10  1.5   -0.255
  155.785   0.0049   0.521E+10  2.5    0.000
  156.335   0.0641   0.679E+11  2.5    0.000
  156.366   0.0301   0.320E+11  1.5   -0.255
  156.480   0.0118   0.125E+11  1.5   -0.255
  156.608   0.0005   0.525E+09  2.5    0.000
  156.627   0.0116   0.124E+11  2.5    0.000
  156.639   0.0045   0.479E+10  1.5   -0.255
  156.659   0.0129   0.138E+11  1.5   -0.255
  156.724   0.0080   0.855E+10  2.5    0.000
  156.816   0.0221   0.236E+11  1.5   -0.255
  157.377   0.0182   0.196E+11  2.5    0.000
  157.403   0.0310   0.334E+11  2.5    0.000
  157.409   0.3197   0.344E+12  1.5   -0.255
  157.435   0.3253   0.350E+12  1.5   -0.255
  157.521   0.0009   0.984E+09  2.5    0.000
  157.581   0.0526   0.566E+11  1.5   37.816
  157.588   0.3910   0.421E+12  1.5   37.816
  157.621   0.0001   0.138E+09  1.5   -0.255
  157.622   0.4547   0.490E+12  0.5   37.479
  157.745   0.6830   0.737E+12  1.5   37.816
  157.780   0.9298   0.100E+13  2.5    0.000
  158.660   0.0997   0.109E+12  1.5   37.816
  158.702   0.2805   0.307E+12  0.5   37.479
  158.756   0.7528   0.823E+12  1.5   37.816
  158.797   0.1269   0.139E+12  0.5   37.479
  159.249   0.2810   0.309E+12  1.5   37.816
  159.291   0.1148   0.126E+12  0.5   37.479
  159.671   0.0666   0.737E+11  2.5    0.000
  159.703   0.3753   0.415E+12  1.5   -0.255
  159.758   0.7692   0.852E+12  2.5    0.000
  159.789   0.2164   0.240E+12  1.5   -0.255
  161.662   0.0726   0.824E+11  2.5    0.000
  162.269   0.0889   0.102E+12  2.5    0.000
  162.277   1.1871   0.136E+13  2.5    0.000
  162.292   4.1741   0.477E+13  2.5    0.000
  162.301   0.7510   0.858E+12  1.5   -0.255
  162.309   0.9480   0.108E+13  1.5   -0.255
  162.434   0.0616   0.706E+11  2.5    0.000
  162.465   1.9411   0.222E+13  1.5   -0.255
  162.510   0.0002   0.252E+09  1.5  -56.300
  162.612   0.0010   0.116E+10  1.5  -56.300
  163.315   0.0191   0.221E+11  1.5  -56.300
  163.380   0.2019   0.234E+12  1.5   -0.255
  163.429   0.0062   0.714E+10  1.5  -56.300
  163.444   0.2939   0.341E+12  2.5    0.000
  163.476   0.0223   0.258E+11  1.5   -0.255
  163.588   0.1647   0.191E+12  1.5  -56.300
  163.607   0.0353   0.410E+11  1.5  -56.300
  163.765   0.0008   0.949E+09  1.5  -56.300
  163.969   0.0028   0.328E+10  1.5   -0.255
  164.357   1.3441   0.158E+13  1.5  -56.300
  164.384   1.2089   0.142E+13  1.5  -56.300
  164.502   1.7600   0.207E+13  1.5  -56.300
  164.569   0.9009   0.106E+13  1.5  -56.300
  164.765   1.1498   0.135E+13  1.5   37.816
  164.823   0.1385   0.163E+12  1.5   37.816
  164.865   0.7021   0.828E+12  0.5   37.479
  169.250   0.0002   0.209E+09  1.5  -56.300
  169.257   0.0008   0.962E+09  1.5  -56.300
  169.414   0.0005   0.666E+09  1.5  -56.300
  169.454   0.0256   0.319E+11  2.5    0.000
  169.485   0.0063   0.779E+10  1.5   -0.255
  169.511   0.0020   0.246E+10  2.5    0.000
  169.543   0.0123   0.153E+11  1.5   -0.255
  170.329   0.0001   0.153E+09  1.5  -56.300
  170.425   0.0007   0.828E+09  1.5  -56.300
  170.918   0.0003   0.384E+09  1.5  -56.300
  178.835   0.0001   0.194E+09  1.5   37.816
  178.877   0.0002   0.281E+09  0.5   37.479
  179.030   0.0007   0.102E+10  1.5   37.816
  179.072   0.0001   0.195E+09  0.5   37.479
  179.494   0.0047   0.653E+10  1.5   37.816
  179.536   0.0126   0.176E+11  0.5   37.479
  179.872   0.0333   0.467E+11  1.5   37.816
  179.914   0.0075   0.105E+11  0.5   37.479
  183.556   0.0009   0.125E+10  1.5   -0.255
  183.718   0.0016   0.231E+10  2.5    0.000
  183.750   0.0002   0.285E+09  1.5   -0.255
  184.043   0.0002   0.230E+09  2.5    0.000
  184.214   0.0357   0.526E+11  1.5   -0.255
  184.239   0.0228   0.336E+11  1.5   37.816
  184.242   0.0060   0.878E+10  1.5   37.816
  184.283   0.0125   0.185E+11  0.5   37.479
  184.561   0.0619   0.915E+11  2.5    0.000
  184.592   0.0031   0.460E+10  1.5   -0.255
  186.359   0.0003   0.511E+09  1.5   37.816
  186.401   0.0014   0.206E+10  0.5   37.479
  186.752   0.0439   0.665E+11  1.5   37.816
  186.769   0.0034   0.519E+10  1.5   37.816
  186.793   0.0145   0.220E+11  0.5   37.479
  186.811   0.0073   0.110E+11  0.5   37.479
  186.860   0.0018   0.276E+10  1.5   37.816
  186.960   0.0562   0.852E+11  1.5   37.816
  187.002   0.0335   0.509E+11  0.5   37.479
  187.188   0.0240   0.365E+11  1.5   37.816
  187.230   0.0522   0.794E+11  0.5   37.479
  187.290   0.0014   0.208E+10  1.5   37.816
  187.415   0.0021   0.318E+10  1.5   37.816
  187.437   0.0005   0.790E+09  0.5   37.479
  187.489   0.0001   0.193E+09  0.5   37.479
  188.246   0.0925   0.142E+12  1.5   37.816
  188.288   0.2729   0.420E+12  0.5   37.479
  188.341   0.4947   0.761E+12  1.5   37.816
  188.928   0.0655   0.101E+12  2.5    0.000
  188.930   0.0029   0.443E+10  2.5    0.000
  188.959   0.0071   0.110E+11  1.5   -0.255
  188.962   0.0415   0.643E+11  1.5   -0.255
  190.504   0.0138   0.217E+11  1.5  -56.300
  190.699   0.0279   0.440E+11  1.5  -56.300
  191.023   0.0435   0.688E+11  1.5  -56.300
  191.079   0.0010   0.157E+10  1.5   -0.255
  191.129   0.0009   0.142E+10  2.5    0.000
  191.161   0.0057   0.897E+10  1.5   -0.255
  191.163   0.0002   0.378E+09  1.5  -56.300
  191.277   0.0099   0.158E+11  2.5    0.000
  191.433   0.0438   0.696E+11  1.5   37.816
  191.440   0.0050   0.798E+10  2.5    0.000
  191.472   0.0032   0.507E+10  1.5   -0.255
  191.475   0.0229   0.365E+11  0.5   37.479
  191.489   0.0008   0.126E+10  1.5   -0.255
  191.541   0.0005   0.778E+09  1.5  -56.300
  191.548   0.0009   0.142E+10  2.5    0.000
  191.580   0.0020   0.315E+10  1.5   -0.255
  191.648   0.0046   0.729E+10  2.5    0.000
  191.680   0.0118   0.188E+11  1.5   -0.255
  191.731   0.0034   0.539E+10  2.5    0.000
  191.909   0.0033   0.531E+10  1.5   -0.255
  192.010   0.0033   0.525E+10  1.5   -0.255
  192.033   0.0013   0.215E+10  1.5   37.816
  192.083   0.0003   0.463E+09  2.5    0.000
  192.103   0.0218   0.348E+11  2.5    0.000
  192.135   0.5235   0.838E+12  1.5   -0.255
  192.155   0.0080   0.129E+11  1.5   37.816
  192.179   0.1960   0.314E+12  1.5   37.816
  192.197   0.0776   0.124E+12  0.5   37.479
  192.464   0.7604   0.122E+13  2.5    0.000
  192.511   0.0266   0.428E+11  1.5   37.816
  192.553   0.0705   0.113E+12  0.5   37.479
  192.560   0.1991   0.320E+12  1.5   37.816
  192.602   0.0353   0.568E+11  0.5   37.479
  192.852   0.0602   0.972E+11  1.5   37.816
  192.894   0.0238   0.385E+11  0.5   37.479
  192.935   0.0164   0.265E+11  2.5    0.000
  192.966   0.0755   0.122E+12  1.5   -0.255
  193.030   0.1887   0.305E+12  2.5    0.000
  193.062   0.0179   0.290E+11  1.5   -0.255
  196.153   0.0001   0.171E+09  1.5   -0.255
  196.572   0.0759   0.127E+12  2.5    0.000
  196.688   0.8050   0.135E+13  2.5    0.000
  196.722   0.1045   0.175E+12  2.5    0.000
