  3:11111        (4s 1.5) 14  0.00000  0.00305  0.00039  0.00018  0.95040  0.30130 -0.02837 -0.04589  0.00487 -0.00134 -0.01992  0.04315 -0.00883  0.00000 -0.00070 -0.01870  0.01076 -0.00002 -0.00010 -0.00697  0.00178  0.00025  0.00004  0.00247 -0.00819  0.00171  0.00793 -0.00099 -0.00368  0.00123  0.00025  0.00001  0.00042  0.00290 -0.00046
  3:11111        (2d 1.5) 15 -0.00529 -0.00283  0.00045 -0.03584 -0.00030  0.13337  0.90767  0.22038 -0.06064 -0.28975  0.06190 -0.03290  0.12020  0.00636  0.00027 -0.00020 -0.02854 -0.00051  0.00968 -0.00040  0.00376 -0.00116 -0.00857  0.00060  0.00052  0.00617 -0.01112  0.01385  0.00031  0.00211 -0.00093 -0.00431  0.00001 -0.00092  0.00717
  3:11111        (2p 1.5) 16  0.00011 -0.01797  0.00419 -0.00358  0.02697  0.05417 -0.11455  0.01449 -0.07370  0.03622  0.70877 -0.62744  0.28017  0.00040  0.01216  0.00016 -0.02548 -0.00201  0.00219  0.00276  0.00676  0.00286 -0.00111 -0.00533 -0.00107  0.00280 -0.01025  0.01610  0.00218  0.00320  0.00037 -0.00047 -0.00277 -0.00162  0.00868
  3:11111        (2p 0.5) 17 -0.00013  0.02032  0.00413 -0.00535  0.00012 -0.05828 -0.08173  0.07007 -0.03047  0.01043  0.40175  0.71588  0.55375  0.00041 -0.01387 -0.00014  0.02943 -0.00197  0.00247  0.00075  0.01552 -0.00045 -0.00134 -0.00276 -0.00077 -0.00154  0.01473  0.03234  0.00029  0.00838 -0.00080 -0.00052 -0.00089  0.00349  0.01805
  4:11111        (2d 2.5) 18  0.00381  0.00125  0.00007 -0.00593 -0.00007 -0.00912 -0.00028  0.00176  0.00119 -0.01482  0.00121 -0.00184 -0.02372  0.00712  0.00340 -0.00021 -0.03136  0.00401 -0.07961 -0.21306  0.81424 -0.04928  0.52479 -0.00386 -0.00178 -0.01500  0.02785  0.06276  0.00073  0.00515 -0.00005  0.01535 -0.00021  0.00144  0.01544
  4:11111        (2d 2.5) 19 -0.00433  0.00117 -0.00523 -0.00148 -0.00011 -0.00833 -0.00043  0.00107 -0.01211  0.01569 -0.00664 -0.00092 -0.00611 -0.00845  0.00316 -0.00050 -0.02843 -0.06267 -0.02407 -0.28454  0.33744  0.67588 -0.58335  0.02212  0.00423 -0.01888  0.02208  0.01575  0.00096  0.00233  0.01045 -0.01784  0.00357  0.00025  0.00393
  4:11111        (4s 1.5) 20 -0.00001  0.00349  0.00016  0.00019 -0.00608 -0.02320  0.02378  0.03292 -0.00145  0.00002  0.00034 -0.04303  0.00309 -0.00003  0.05689 -0.30876  0.94282 -0.00091 -0.00043 -0.06098  0.01916  0.00394  0.00211  0.01630  0.01114  0.01268  0.05100 -0.02607 -0.01705  0.00527  0.00135 -0.00003  0.00083  0.01229 -0.00235
  4:11111        (2d 1.5) 21  0.00415 -0.00070 -0.00557  0.00132  0.00000  0.00838 -0.00089 -0.00040 -0.01121 -0.01718 -0.00414  0.00158  0.00585  0.00789 -0.00035  0.00028  0.02630 -0.06643  0.01701  0.34492 -0.21820  0.72376  0.54729 -0.02939 -0.00695 -0.00172 -0.03231  0.04001  0.00077  0.00026  0.01362  0.01614  0.00224 -0.00109 -0.00204
  4:11111        (2p 1.5) 22 -0.00013 -0.00129 -0.00128 -0.00418 -0.00011  0.00374 -0.00609  0.00585  0.00467  0.00118 -0.00359  0.00052 -0.04747 -0.00034 -0.00350 -0.00903  0.03793 -0.00094 -0.01178 -0.04093 -0.04647 -0.03290 -0.04648 -0.56754 -0.14683 -0.16663 -0.12233  0.77372  0.00844  0.03326 -0.01156  0.00007  0.00495 -0.00061  0.04984
  4:11111        (4s 1.5) 23  0.00000  0.00113  0.00008  0.00006  0.01852 -0.00782  0.00800  0.01096 -0.00047 -0.00005 -0.00065 -0.01371  0.00100  0.00000  0.01315  0.95029  0.30621 -0.00072 -0.00037 -0.01737  0.00836  0.00129 -0.00128 -0.01403 -0.02034  0.02154  0.02539 -0.00966 -0.00577  0.00173  0.00031  0.00005  0.00063  0.00397 -0.00079
  4:11111        (2d 1.5) 24 -0.00219 -0.00152  0.00004 -0.00473  0.00011  0.01630 -0.00081 -0.00024  0.00030  0.00857 -0.00013  0.00174 -0.01897 -0.00436 -0.00085 -0.00107  0.05341  0.00231 -0.06410  0.85872  0.39378 -0.08122 -0.28235  0.05749  0.01147 -0.01909 -0.06434  0.07276  0.00073  0.00462 -0.00181 -0.00891  0.00002 -0.00051  0.01297
  4:11111        (2p 1.5) 25  0.00002 -0.00314  0.00162 -0.00148  0.00030  0.00856 -0.00352  0.00081 -0.00266  0.00042  0.00556  0.00377 -0.01592  0.00009 -0.01089  0.02763  0.02904  0.00457 -0.00105 -0.07562 -0.05797 -0.01025  0.02941  0.63941  0.10311 -0.60376 -0.34120  0.29467  0.00543  0.01172  0.00436 -0.00198 -0.00586 -0.00337  0.01775
  4:11111        (2p 0.5) 26 -0.00006  0.00364  0.00121 -0.00277  0.00002 -0.01047 -0.00378  0.00667 -0.00058  0.00086  0.00297 -0.00560 -0.03469 -0.00011  0.01287  0.00013 -0.02565  0.00435 -0.00566 -0.00955 -0.05259 -0.00250  0.00459  0.45688  0.15061  0.54350  0.41871  0.53901  0.00401  0.02710 -0.00086 -0.00164 -0.00180  0.00705  0.03638
  5:11111        (2d 2.5) 27  0.00246  0.00072  0.00002 -0.00238 -0.00003 -0.00464 -0.00022  0.00086  0.00055 -0.00706  0.00053 -0.00107 -0.00941  0.00313  0.00096 -0.00005 -0.00781  0.00048 -0.00892 -0.00066 -0.00413  0.00079 -0.01557  0.00161  0.00071  0.00610 -0.01640 -0.03769 -0.15643  0.82582 -0.00356  0.53841 -0.00059  0.00299  0.03636
  5:11111        (2d 2.5) 28 -0.00274  0.00067 -0.00205 -0.00055 -0.00004 -0.00425 -0.00027  0.00052 -0.00579  0.00749 -0.00229 -0.00067 -0.00240 -0.00361  0.00089 -0.00010 -0.00710 -0.00753 -0.00262 -0.00082 -0.00186 -0.01225  0.01745 -0.00740 -0.00143  0.00750 -0.01324 -0.00931 -0.24329  0.35995  0.65255 -0.61978  0.01068 -0.00011  0.00929
  5:11111        (4s 1.5) 29  0.00000  0.00216  0.00010  0.00012 -0.00296 -0.01106  0.01029  0.01416 -0.00064  0.00001  0.00014 -0.01631  0.00125 -0.00001  0.00344 -0.00592 -0.03313  0.00033  0.00043  0.06440 -0.01902 -0.00236  0.00014  0.02364 -0.35049 -0.50131  0.78459 -0.02787 -0.03011  0.01185  0.00447  0.00198  0.01837  0.02365 -0.02435
  5:11111        (2d 1.5) 30  0.00267 -0.00047 -0.00224  0.00049  0.00001  0.00427 -0.00045 -0.00017 -0.00533 -0.00811 -0.00115  0.00095  0.00217  0.00343 -0.00026 -0.00003  0.00708 -0.00807  0.00176  0.00004  0.00040 -0.01385 -0.01725 -0.00546 -0.00119 -0.00435  0.01229  0.01053  0.34444 -0.25931  0.74718  0.50021 -0.04078 -0.01979  0.05004
  5:11111        (2p 1.5) 31 -0.00009 -0.00047 -0.00076 -0.00267 -0.00005  0.00200 -0.00280  0.00240  0.00183  0.00053 -0.00177  0.00038 -0.02208 -0.00013 -0.00134 -0.00013  0.00260 -0.00101 -0.00358 -0.00037 -0.01227  0.00506  0.00115 -0.00352 -0.01136 -0.01545  0.02661 -0.05249 -0.03854 -0.01575 -0.04823 -0.04279 -0.57484 -0.21532  0.78278
  5:11111        (4s 1.5) 32  0.00000  0.00071  0.00004  0.00004  0.00902 -0.00374  0.00346  0.00471 -0.00019 -0.00002 -0.00027 -0.00521  0.00041  0.00000  0.00096  0.01803 -0.01101  0.00018  0.00014  0.02157 -0.00626 -0.00110 -0.00006 -0.23321  0.90584 -0.24197  0.25328 -0.00915 -0.00686  0.00570  0.00059 -0.00119 -0.01892  0.02559 -0.00904
  5:11111        (2d 1.5) 33 -0.00138 -0.00101  0.00000 -0.00190  0.00005  0.00834 -0.00042 -0.00008  0.00013  0.00406 -0.00005  0.00132 -0.00759 -0.00185 -0.00060  0.00009  0.01367  0.00029 -0.00717  0.00056 -0.00321  0.00127  0.00907 -0.00127 -0.00257 -0.01221  0.02283 -0.03099  0.88796  0.34012 -0.11324 -0.26853  0.05576 -0.05531  0.05111
  5:11111        (2p 1.5) 34  0.00001 -0.00131  0.00101 -0.00092  0.00013  0.00451 -0.00180 -0.00002 -0.00075  0.00025  0.00274  0.00183 -0.00745  0.00002 -0.00324  0.00034  0.00684  0.00146 -0.00116 -0.00085 -0.00436 -0.00211  0.00038 -0.00142  0.02776 -0.00952  0.01785 -0.01724 -0.07834 -0.04171  0.00298  0.02528  0.66250 -0.68149  0.29406
  5:11111        (2p 0.5) 35 -0.00004  0.00155  0.00070 -0.00184  0.00001 -0.00548 -0.00132  0.00337 -0.00001  0.00044  0.00150 -0.00270 -0.01610 -0.00005  0.00376  0.00004 -0.00870  0.00125 -0.00207 -0.00093 -0.00958  0.00015  0.00083  0.00276  0.00078  0.00166 -0.01587 -0.03679 -0.00585 -0.03057  0.00019  0.00197  0.47430  0.69581  0.53646
1  eigenvalues      (j= 2.0)

                              878.312  937.905  945.776  975.425 1047.610 1061.872 1102.793 1110.639 1114.899 1118.495 1143.955 1145.879 1149.002 1150.510 1196.288 1253.513 1256.143 1258.008 1265.109 1291.251 1314.083 1316.583 1319.093 1321.882 1352.565 1353.467 1353.525 1353.789 1354.471 1358.909 1409.668 1410.918 1412.082 1413.992 1447.677 1448.163 1448.588 1449.234
                    1         11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111    11111   
                              (4s) 5s  (2d) 3d  (2d) 1d  (2p) 3p  (4s) 5d  (4s) 3d  (2d) 3f  (2d) 3d  (2d) 3p  (2d) 1d  (2p) 3f  (2p) 3p  (2p) 1d  (2p) 3d  (4s) 5s  (2d) 3d  (2d) 1d  (4s) 5d  (4s) 3d  (2p) 3p  (2d) 3f  (2d) 3d  (2d) 3p  (2d) 1d  (2p) 3f  (2p) 3p  (4s) 5d  (2p) 3d  (2p) 1d  (4s) 3d  (2d) 3f  (2d) 3d  (2d) 3p  (2d) 1d  (2p) 3f  (2p) 3p  (2p) 1d  (2p) 3d 
  1:11111        (4s) 5s  1   0.99954  0.00298 -0.00262 -0.02817  0.00001  0.00000  0.00000 -0.00003 -0.00065  0.00000  0.00000 -0.00002 -0.00002  0.00000 -0.01046 -0.00003  0.00002  0.00000  0.00000  0.00026  0.00000  0.00000 -0.00004  0.00000  0.00000  0.00001  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000 -0.00002  0.00000  0.00000  0.00001  0.00000  0.00000
  1:11111        (2d) 3d  2  -0.00113  0.99727  0.01998  0.06333  0.00104 -0.00692  0.00133  0.00731 -0.00050  0.00116 -0.00167 -0.00051  0.01900 -0.02190  0.00000 -0.00356 -0.00016  0.00007 -0.00466 -0.00021  0.00032  0.00266 -0.00023  0.00019 -0.00034 -0.00059 -0.00038 -0.00246 -0.00105 -0.00567  0.00021  0.00179 -0.00021  0.00009 -0.00017 -0.00035  0.00064 -0.00230
  1:11111        (2p) 3p  3   0.02841 -0.06441  0.06421  0.99378 -0.00036  0.00000  0.00001  0.00286  0.05667 -0.00010  0.00006  0.00170  0.00208 -0.00041  0.00001  0.00024 -0.00028 -0.00006 -0.00003 -0.00401  0.00001  0.00047  0.00829  0.00009 -0.00001 -0.00159 -0.00034  0.00008  0.00015 -0.00008  0.00001  0.00038  0.00360  0.00009  0.00001 -0.00114 -0.00013  0.00005
  1:11111        (2d) 1d  4   0.00082 -0.01581  0.99705 -0.06543  0.00001  0.00139  0.00123  0.00081  0.00016 -0.00522 -0.00303 -0.00143 -0.02476 -0.02101  0.00001 -0.00052  0.01081 -0.00001  0.00019 -0.00051 -0.00002  0.00009  0.00017 -0.00775 -0.00084  0.00053  0.00029  0.00251 -0.00565 -0.00029 -0.00012  0.00009  0.00019 -0.00566 -0.00048  0.00059 -0.00251 -0.00098
  2:11111        (4s) 5s  5   0.01045  0.00004 -0.00003 -0.00037  0.00000  0.00000  0.00000 -0.00002 -0.00059  0.00000  0.00000 -0.00001 -0.00001  0.00001  0.99952  0.00319 -0.00242  0.00001 -0.00022 -0.02893  0.00000 -0.00013 -0.00208 -0.00005  0.00000  0.00006  0.00002  0.00002 -0.00002  0.00001  0.00000 -0.00002 -0.00016 -0.00001  0.00000  0.00002  0.00000  0.00000
  2:11111        (2d) 3d  6   0.00000  0.00380  0.00007  0.00024 -0.00020  0.00203 -0.00055 -0.00384  0.00091 -0.00055  0.00116  0.00037 -0.01416  0.01671 -0.00122  0.99444  0.05210  0.00823 -0.05696  0.06335  0.00153  0.00730  0.00228  0.00116 -0.00152 -0.00281 -0.00174 -0.01181 -0.00538 -0.01537  0.00045  0.00247 -0.00022  0.00027 -0.00044 -0.00093  0.00160 -0.00573
  2:11111        (2p) 3p  7   0.00015 -0.00026  0.00018  0.00411  0.00005 -0.00006  0.00000 -0.00072 -0.01650  0.00013  0.00000 -0.00016 -0.00020  0.00008  0.02922 -0.06584  0.05214 -0.00033  0.00538  0.99148  0.00015  0.00569  0.09229  0.00209  0.00005 -0.00362 -0.00095 -0.00126  0.00090 -0.00087  0.00003  0.00126  0.01256  0.00043  0.00003 -0.00141  0.00008 -0.00010
  2:11111        (2d) 1d  8  -0.00001  0.00016 -0.01029  0.00077  0.00000 -0.00033 -0.00046 -0.00036 -0.00061  0.00391  0.00217  0.00099  0.01911  0.01668  0.00095 -0.04842  0.99643 -0.00003  0.00428 -0.05542  0.00081  0.00067 -0.00195 -0.01820 -0.00309  0.00154  0.00104  0.00921 -0.01929 -0.00067  0.00002  0.00026  0.00020 -0.00792 -0.00118  0.00123 -0.00592 -0.00203
  3:11111        (4s) 5d  9   0.00000 -0.00055  0.00000  0.00011  0.99929 -0.01355 -0.00366  0.00162  0.00471 -0.00216 -0.00620 -0.01577 -0.01275  0.01675  0.00000 -0.00002 -0.00001 -0.01968  0.00062  0.00002  0.00008 -0.00005 -0.00008  0.00004  0.00011  0.00200 -0.00889  0.00059 -0.00007  0.00007  0.00003 -0.00003 -0.00002  0.00002  0.00005  0.00011  0.00006 -0.00015
  3:11111        (2d) 3f 10   0.00000 -0.00026 -0.00035  0.00001  0.00165  0.00696  0.97911 -0.01051  0.00018 -0.05301 -0.18309  0.00683  0.01315  0.06409  0.00000 -0.00019 -0.00027 -0.00018  0.00010  0.00000 -0.01781  0.00036 -0.00002  0.00093 -0.01066  0.00014 -0.00003  0.00008  0.00100 -0.00003 -0.00791  0.00032 -0.00003  0.00041 -0.00476 -0.00009  0.00051  0.00026
  3:11111        (2p) 3f 11   0.00000  0.00003  0.00003  0.00000  0.00779  0.01474  0.18854  0.00428 -0.00033  0.00119  0.97678 -0.01799 -0.03048 -0.09051  0.00000  0.00002  0.00009 -0.00010 -0.00057  0.00000 -0.01855  0.00052 -0.00002  0.00049 -0.01299  0.00019  0.00000  0.00011  0.00134 -0.00021 -0.00692  0.00032 -0.00003  0.00020 -0.00619 -0.00013  0.00078  0.00044
  3:11111        (4s) 3d 12  -0.00001  0.01091 -0.00034  0.00092  0.01183  0.97725 -0.01511 -0.18546  0.00776 -0.01186 -0.00496  0.01257 -0.03769  0.07623  0.00001 -0.00198 -0.00049 -0.00012  0.03273 -0.00022 -0.00138 -0.02326  0.00154 -0.00004  0.00074  0.00071  0.00057  0.00357  0.00066  0.02462 -0.00106 -0.01253  0.00139 -0.00021  0.00064  0.00118 -0.00254  0.00862
  3:11111        (2d) 3d 13   0.00000 -0.00603 -0.00043 -0.00052  0.00162  0.18608  0.00419  0.97831 -0.04836 -0.04272 -0.00477  0.03796  0.02087  0.01922 -0.00001  0.00106  0.00002 -0.00042 -0.03830  0.00020  0.00024 -0.00075  0.00010  0.00042  0.00067  0.00082  0.00076  0.00722  0.00353 -0.01595  0.00015  0.00010 -0.00003  0.00017 -0.00003 -0.00036  0.00006 -0.00158
  3:11111        (2p) 3d 14  -0.00003  0.02845  0.00048  0.00189 -0.02164 -0.08360 -0.03124  0.01622  0.02607 -0.03903  0.05726  0.02169 -0.64669  0.75100  0.00004 -0.01912 -0.00133 -0.00030  0.04017 -0.00114 -0.00070 -0.00266  0.00013 -0.00004 -0.00019 -0.00006 -0.00030 -0.00291 -0.00137  0.01761 -0.00037 -0.00228  0.00026 -0.00003  0.00017  0.00054 -0.00061  0.00331
  3:11111        (2d) 3p 15  -0.00095  0.00302 -0.00313 -0.05623 -0.00149  0.00040  0.00027  0.04195  0.98336  0.00203  0.00275  0.16224  0.03014 -0.01384  0.00104 -0.00120  0.00092  0.00010 -0.00024  0.01477  0.00002  0.00066  0.01769  0.00058  0.00006  0.00472  0.00083 -0.00144 -0.00005 -0.00035  0.00001  0.00070  0.00833  0.00034  0.00001  0.00156  0.00052 -0.00031
  3:11111        (2p) 3p 16   0.00012 -0.00040  0.00050  0.00745  0.01671 -0.01593  0.00106 -0.03956 -0.16002  0.04317  0.01275  0.98334 -0.02964 -0.04750 -0.00016  0.00024 -0.00009  0.00003 -0.00001 -0.00324 -0.00001  0.00049  0.00682 -0.00047 -0.00007 -0.00698 -0.00128  0.00143  0.00022  0.00013  0.00000  0.00029  0.00205 -0.00017  0.00001 -0.00345 -0.00071  0.00034
  3:11111        (2d) 1d 17   0.00001 -0.00049  0.01691 -0.00128  0.00080  0.00717  0.03508  0.02972 -0.00363  0.93234  0.02282 -0.02085  0.24144  0.25698 -0.00002  0.00024 -0.01081  0.00004 -0.00049  0.00044  0.00021 -0.00043 -0.00117  0.03775  0.00380 -0.00230 -0.00130 -0.01115  0.02526  0.00134  0.00032 -0.00051 -0.00087  0.02188  0.00241 -0.00269  0.01228  0.00452
  3:11111        (2p) 1d 18   0.00002 -0.00052  0.02931 -0.00200 -0.00041 -0.03066 -0.05091 -0.03886 -0.02127 -0.34773  0.08876  0.05866  0.71738  0.58720 -0.00003  0.00100 -0.02139  0.00004  0.00040  0.00091  0.00149  0.00047 -0.00031  0.03514 -0.00055 -0.00072  0.00006  0.00173 -0.00032  0.00079  0.00079 -0.00001 -0.00040  0.01631 -0.00033 -0.00024 -0.00096  0.00049
  4:11111        (4s) 5d 19   0.00000 -0.00004  0.00000  0.00001  0.01949 -0.00013 -0.00003  0.00000  0.00008 -0.00007 -0.00014 -0.00047 -0.00057  0.00073  0.00000 -0.00852 -0.00038  0.99910 -0.01226 -0.00042 -0.00261  0.00167  0.00265 -0.00243 -0.00559 -0.00899 -0.01907  0.02148  0.00979  0.01212  0.00012 -0.00009 -0.00014  0.00004  0.00011  0.00020  0.00008 -0.00016
  4:11111        (2d) 3f 20   0.00000 -0.00002 -0.00003  0.00000  0.00011  0.00037  0.01951 -0.00013  0.00000 -0.00074  0.01374 -0.00019 -0.00029 -0.00020  0.00000 -0.00036 -0.00067  0.00110  0.00315 -0.00002  0.99201 -0.02918  0.00145 -0.04779 -0.08041  0.00575  0.00254  0.00816  0.06923  0.02157 -0.01645  0.00059 -0.00007  0.00159 -0.00932 -0.00018  0.00104  0.00067
  4:11111        (2p) 3f 21   0.00000  0.00001  0.00001  0.00000  0.00014  0.00017  0.01446  0.00012 -0.00001 -0.00074  0.01188 -0.00017 -0.00021 -0.00066  0.00000  0.00056  0.00007  0.00777  0.01283 -0.00006  0.09133  0.00667 -0.00053  0.01037  0.98092 -0.01760 -0.00577 -0.01189 -0.16437 -0.02147 -0.02441  0.00135 -0.00010  0.00043 -0.01280 -0.00026  0.00146  0.00069
  4:11111        (4s) 3d 22   0.00000  0.00367  0.00005  0.00025  0.00014 -0.02456  0.00174  0.04407 -0.00293  0.00040 -0.00195  0.00026  0.02799 -0.03247 -0.00002  0.05957 -0.00093  0.01208  0.99110 -0.00113 -0.00902 -0.07293  0.00274 -0.00546 -0.00611  0.01243  0.00265 -0.00233  0.02531  0.05280 -0.00148 -0.01937  0.00219  0.00025  0.00092  0.00157 -0.00348  0.01172
  4:11111        (2d) 3d 23   0.00000 -0.00236 -0.00008 -0.00017  0.00024  0.02217 -0.00035 -0.00180  0.00009 -0.00030 -0.00015  0.00050 -0.00111  0.00262  0.00000 -0.00343 -0.00099  0.00019  0.07591 -0.00175  0.02565  0.99117 -0.04768 -0.02171 -0.00280  0.03774  0.00705 -0.00107  0.04666 -0.06501  0.00036  0.00021  0.00012  0.00085  0.00008 -0.00045 -0.00030 -0.00135
  4:11111        (2p) 3d 24  -0.00001  0.00498  0.00008  0.00033 -0.00022 -0.01419  0.00027  0.00324 -0.00031  0.00055 -0.00024 -0.00039  0.00412 -0.00496 -0.00002  0.01772  0.00076 -0.02210 -0.03920  0.00074 -0.03783  0.01803  0.02552 -0.04171  0.08764  0.16204  0.11505  0.72466  0.35103  0.54557 -0.00129 -0.00377  0.00025  0.00068  0.00029  0.00110 -0.00095  0.00690
  4:11111        (2d) 3p 25  -0.00018  0.00046 -0.00047 -0.00763 -0.00005  0.00001  0.00000 -0.00048 -0.01586 -0.00017 -0.00013 -0.00924 -0.00040  0.00057 -0.00063  0.00291 -0.00239 -0.00098  0.00003 -0.09253  0.00051  0.04431  0.99142  0.01498  0.00145  0.05897  0.00762 -0.04287  0.00674 -0.01342  0.00005  0.00135  0.01707  0.00106  0.00000  0.00461  0.00127 -0.00075
  4:11111        (2p) 3p 26   0.00005 -0.00014  0.00016  0.00242  0.00020 -0.00011  0.00000 -0.00061 -0.00506  0.00015  0.00007  0.00689 -0.00072 -0.00034  0.00007 -0.00106  0.00054  0.01711 -0.01346  0.00938  0.00036 -0.03848 -0.06522  0.03648  0.00831  0.95866  0.17155 -0.20392 -0.04106 -0.01806 -0.00002  0.00112  0.01098 -0.00090 -0.00001 -0.00705 -0.00157  0.00063
  4:11111        (2d) 1d 27   0.00001 -0.00012  0.00682 -0.00047 -0.00001  0.00055  0.00010 -0.00008  0.00070 -0.02705 -0.00389 -0.00094 -0.03536 -0.03191  0.00001 -0.00134  0.02241  0.00090  0.00286 -0.00230  0.03929  0.01651 -0.01498  0.98628  0.00731 -0.03387 -0.00662 -0.01511  0.13029  0.02497  0.00066 -0.00118 -0.00193  0.04442  0.00432 -0.00465  0.02169  0.00792
  4:11111        (2p) 1d 28   0.00000 -0.00009  0.00502 -0.00034 -0.00002 -0.00019 -0.00119 -0.00128  0.00005 -0.02402 -0.00017  0.00095 -0.00237 -0.00298  0.00002 -0.00222  0.01982 -0.00035 -0.02674 -0.00042 -0.05210 -0.03685 -0.01828 -0.12591  0.14560 -0.04929 -0.04677 -0.44993  0.86393  0.02976  0.00214 -0.00043 -0.00105  0.04986 -0.00081 -0.00051 -0.00201  0.00123
  5:11111        (4s) 5d 29   0.00000 -0.00001  0.00000  0.00001  0.00949 -0.00008 -0.00002  0.00000  0.00005 -0.00003 -0.00006 -0.00019 -0.00021  0.00027  0.00000 -0.00027 -0.00001  0.01898  0.00004  0.00004  0.00009  0.00002 -0.00005 -0.00021 -0.00093 -0.19619  0.97496 -0.09708 -0.00832 -0.01238 -0.00227  0.00193  0.00214 -0.00241 -0.00569 -0.01355 -0.00812  0.02362
  5:11111        (2d) 3f 30   0.00000 -0.00001 -0.00001  0.00000  0.00005  0.00017  0.00937 -0.00007  0.00000 -0.00038  0.00551 -0.00007 -0.00011 -0.00003  0.00000 -0.00005 -0.00008  0.00009  0.00028  0.00000  0.01768 -0.00035  0.00001 -0.00023  0.02180 -0.00060  0.00076 -0.00084 -0.00270  0.00207  0.99321 -0.04968  0.00458 -0.05111 -0.04737 -0.00295  0.04434  0.05736
  5:11111        (2p) 3f 31   0.00000  0.00000  0.00000  0.00000  0.00007  0.00010  0.00681  0.00003  0.00000 -0.00033  0.00585 -0.00009 -0.00013 -0.00031  0.00000  0.00001  0.00001  0.00014 -0.00005  0.00000  0.01139  0.00037 -0.00003 -0.00055  0.01267 -0.00262  0.00677 -0.00620 -0.00495  0.01037  0.06113  0.00699 -0.00104  0.01125  0.97718  0.02220 -0.15832 -0.12268
  5:11111        (4s) 3d 32   0.00000  0.00227  0.00004  0.00015  0.00007 -0.01171  0.00075  0.01900 -0.00126  0.00012 -0.00077  0.00011  0.01064 -0.01229  0.00000  0.00354  0.00019  0.00013 -0.03509  0.00051  0.00464  0.07288 -0.00499  0.00273 -0.03535 -0.08283 -0.05524 -0.46619 -0.27032  0.82955 -0.00698 -0.03885  0.00272 -0.00307 -0.00529  0.01012  0.02033  0.02776
  5:11111        (2d) 3d 33   0.00000 -0.00147 -0.00004 -0.00010  0.00012  0.01131 -0.00020 -0.00085  0.00005 -0.00020 -0.00003  0.00025 -0.00095  0.00169  0.00000 -0.00127 -0.00021  0.00018  0.01874 -0.00024 -0.00010  0.00086 -0.00002  0.00020 -0.00129 -0.00204 -0.00224 -0.01523 -0.00769  0.03533  0.04776  0.99197 -0.09129 -0.00745 -0.00432  0.02730  0.04942 -0.00896
  5:11111        (2p) 3d 34   0.00000  0.00208  0.00003  0.00014 -0.00010 -0.00744  0.00016  0.00217 -0.00017  0.00023 -0.00010 -0.00016  0.00194 -0.00241 -0.00001  0.00514  0.00027 -0.00023 -0.01164  0.00041  0.00006  0.00072 -0.00023  0.00071  0.00009  0.00464 -0.02140  0.00701  0.00392 -0.02262 -0.03964  0.02282  0.02420 -0.03945  0.07554  0.15632 -0.26472  0.94565
  5:11111        (2d) 3p 35  -0.00007  0.00019 -0.00019 -0.00303 -0.00001  0.00000  0.00000 -0.00027 -0.00766 -0.00005 -0.00005 -0.00315 -0.00021  0.00021 -0.00020  0.00063 -0.00050 -0.00006 -0.00007 -0.01108  0.00000 -0.00055 -0.01786 -0.00033 -0.00014 -0.01104 -0.00278  0.00312  0.00011  0.00089  0.00129  0.08857  0.99368  0.02897  0.00198  0.03849  0.03531 -0.02295
  5:11111        (2p) 3p 36   0.00003 -0.00009  0.00010  0.00146  0.00009 -0.00006  0.00000 -0.00024 -0.00175  0.00010  0.00004  0.00346 -0.00025 -0.00018  0.00004 -0.00013  0.00013  0.00023  0.00002  0.00233 -0.00004 -0.00099 -0.00426 -0.00025  0.00037  0.00482  0.01898  0.00276  0.00209 -0.01091 -0.00033 -0.04084 -0.04427  0.03272 -0.00298  0.97235  0.19731 -0.10168
  5:11111        (2d) 1d 37   0.00000 -0.00007  0.00431 -0.00030 -0.00001  0.00026  0.00001 -0.00006  0.00033 -0.01309 -0.00171 -0.00039 -0.01539 -0.01390  0.00001 -0.00034  0.00693 -0.00001  0.00057 -0.00044 -0.00006  0.00041  0.00112 -0.04056 -0.00718  0.00449  0.00357  0.02186 -0.05082 -0.00211  0.04591  0.00225 -0.02780  0.99242  0.00075 -0.03646  0.04068  0.06144
  5:11111        (2p) 1d 38   0.00000 -0.00004  0.00210 -0.00014 -0.00001 -0.00011 -0.00057 -0.00055  0.00001 -0.01153 -0.00005  0.00044 -0.00092 -0.00135  0.00001 -0.00030  0.00572 -0.00002  0.00020 -0.00032 -0.00130 -0.00172  0.00043 -0.02208  0.00094  0.00283  0.00130  0.00959  0.00739 -0.02231 -0.05281 -0.03684 -0.01583 -0.05942  0.19166 -0.16008  0.92598  0.26637
  1:11111        (2d 2.5)  1 -0.00008  0.61848  0.78495 -0.01063  0.00066 -0.00331  0.00179  0.00525 -0.00019 -0.00331 -0.00341 -0.00143 -0.00716 -0.03013  0.00001 -0.00265  0.00827  0.00004 -0.00280 -0.00053  0.00019  0.00175 -0.00001 -0.00589 -0.00087  0.00003 -0.00001  0.00038 -0.00504 -0.00381  0.00004  0.00121  0.00002 -0.00432 -0.00048  0.00023 -0.00153 -0.00222
