   71.298  0.0  1 (1s) 1s       937.837  1.0  1 (2d) 3d       107.438   0.0001
   17.874  2.0  1 (1d) 1d       893.993  1.0  1 (4s) 3s       108.626   0.0002
  -19.134  2.0  1 (3p) 3p       878.312  2.0  1 (4s) 5s       111.270   0.0001
  -15.414  0.0  1 (3p) 3p       893.993  1.0  1 (4s) 3s       112.753   0.0456
  -16.528  1.0  1 (3p) 3p       893.993  1.0  1 (4s) 3s       112.891   0.1382
   71.298  0.0  1 (1s) 1s       983.096  1.0  1 (2p) 1p       113.049   0.1456
  -19.134  2.0  1 (3p) 3p       893.993  1.0  1 (4s) 3s       113.214   0.2405
   17.874  2.0  1 (1d) 1d       937.837  1.0  1 (2d) 3d       114.062   0.0005
   17.874  2.0  1 (1d) 1d       938.058  3.0  1 (2d) 3d       114.089   0.0007
   17.874  2.0  1 (1d) 1d       945.776  2.0  1 (2d) 1d       115.046   0.5667
  -15.414  0.0  1 (3p) 3p       937.837  1.0  1 (2d) 3d       118.189   0.0667
  -16.528  1.0  1 (3p) 3p       937.837  1.0  1 (2d) 3d       118.327   0.0593
  -16.528  1.0  1 (3p) 3p       937.905  2.0  1 (2d) 3d       118.336   0.1510
  -19.134  2.0  1 (3p) 3p       937.837  1.0  1 (2d) 3d       118.650   0.0050
  -19.134  2.0  1 (3p) 3p       937.905  2.0  1 (2d) 3d       118.659   0.0680
  -19.134  2.0  1 (3p) 3p       938.058  3.0  1 (2d) 3d       118.678   0.3072
   17.874  2.0  1 (1d) 1d       975.182  1.0  1 (2p) 3p       118.692   0.0004
   17.874  2.0  1 (1d) 1d       975.425  2.0  1 (2p) 3p       118.722   0.0049
  -16.528  1.0  1 (3p) 3p       945.776  2.0  1 (2d) 1d       119.311   0.0005
  -19.134  2.0  1 (3p) 3p       945.776  2.0  1 (2d) 1d       119.635   0.0036
   17.874  2.0  1 (1d) 1d       983.096  1.0  1 (2p) 1p       119.673   0.2144
