  107.438   0.0001   0.553E+08  0.0   71.298
  108.626   0.0002   0.787E+08  2.0   17.874
  111.270   0.0001   0.692E+08  2.0  -19.134
  112.753   0.0456   0.252E+11  0.0  -15.414
  112.891   0.1382   0.764E+11  1.0  -16.528
  113.049   0.1456   0.808E+11  0.0   71.298
  113.214   0.2405   0.134E+12  2.0  -19.134
  114.062   0.0005   0.256E+09  2.0   17.874
  114.089   0.0007   0.372E+09  2.0   17.874
  115.046   0.5667   0.325E+12  2.0   17.874
  118.189   0.0667   0.405E+11  0.0  -15.414
  118.327   0.0593   0.360E+11  1.0  -16.528
  118.336   0.1510   0.917E+11  1.0  -16.528
  118.650   0.0050   0.303E+10  2.0  -19.134
  118.659   0.0680   0.415E+11  2.0  -19.134
  118.678   0.3072   0.188E+12  2.0  -19.134
  118.692   0.0004   0.262E+09  2.0   17.874
  118.722   0.0049   0.302E+10  2.0   17.874
  119.311   0.0005   0.336E+09  1.0  -16.528
  119.635   0.0036   0.221E+10  2.0  -19.134
  119.673   0.2144   0.133E+12  2.0   17.874
  122.819   0.0580   0.380E+11  0.0  -15.414
  122.944   0.0501   0.328E+11  1.0  -16.528
  122.957   0.0361   0.237E+11  1.0  -16.528
  122.987   0.0763   0.501E+11  1.0  -16.528
  123.280   0.0562   0.371E+11  2.0  -19.134
  123.311   0.1720   0.113E+12  2.0  -19.134
  124.262   0.0001   0.775E+08  2.0  -19.134
  128.779   0.0377   0.271E+11  0.0   71.298
  128.894   0.0175   0.126E+11  0.0   71.298
  129.440   0.0003   0.219E+09  2.0   17.874
  129.462   0.0009   0.648E+09  2.0   17.874
  129.899   0.0001   0.103E+09  0.0   71.298
  132.261   0.0002   0.154E+09  2.0  -19.134
  133.170   0.0017   0.131E+10  0.0   71.298
  133.563   0.2688   0.208E+12  0.0  -15.414
  133.701   0.2055   0.159E+12  1.0  -16.528
  133.706   0.6055   0.470E+12  1.0  -16.528
  133.730   0.0002   0.180E+09  0.0   71.298
  134.024   0.0145   0.113E+11  2.0  -19.134
  134.029   0.2138   0.167E+12  2.0  -19.134
  134.051   1.1724   0.914E+12  2.0  -19.134
  134.514   0.0004   0.349E+09  2.0   17.874
  134.562   0.0009   0.707E+09  2.0   17.874
  134.906   0.0016   0.127E+10  2.0   17.874
  135.403   0.2472   0.197E+12  2.0   17.874
  135.493   0.0011   0.870E+09  2.0   17.874
  135.518   0.1523   0.121E+12  2.0   17.874
