      71.298  0.0  1 (1s) 1s       937.837  1.0  1 (2d) 3d       107.438    107.4378   0.000   0.0001  -3.957 5.531E+07 1.10E-01
      17.874  2.0  1 (1d) 1d       893.993  1.0  1 (4s) 3s       108.626    108.6256   0.000   0.0002  -3.813 7.870E+07-1.30E-01
     -19.134  2.0  1 (3p) 3p       878.312  2.0  1 (4s) 5s       111.270    111.2699   0.000   0.0001  -3.890 6.924E+07 1.00E+00
     -15.414  0.0  1 (3p) 3p       893.993  1.0  1 (4s) 3s       112.753    112.7529   0.050   0.0456  -1.341 2.517E+10 9.05E-01
     -16.528  1.0  1 (3p) 3p       893.993  1.0  1 (4s) 3s       112.891    112.8909   0.152   0.1382  -0.859 7.643E+10-9.33E-01
      71.298  0.0  1 (1s) 1s       983.096  1.0  1 (2p) 1p       113.049    113.0492   0.160   0.1456  -0.837 8.076E+10-9.85E-01
     -19.134  2.0  1 (3p) 3p       893.993  1.0  1 (4s) 3s       113.214    113.2141   0.264   0.2405  -0.619 1.338E+11 9.74E-01
      17.874  2.0  1 (1d) 1d       937.837  1.0  1 (2d) 3d       114.062    114.0617   0.000   0.0005  -3.343 2.561E+08-5.70E-01
      17.874  2.0  1 (1d) 1d       938.058  3.0  1 (2d) 3d       114.089    114.0890   0.001   0.0007  -3.181 3.724E+08 9.20E-01
      17.874  2.0  1 (1d) 1d       945.776  2.0  1 (2d) 1d       115.046    115.0460   0.613   0.5667  -0.247 3.254E+11 9.78E-01
     -15.414  0.0  1 (3p) 3p       937.837  1.0  1 (2d) 3d       118.189    118.1889   0.070   0.0667  -1.176 4.045E+10-8.47E-01
     -16.528  1.0  1 (3p) 3p       937.837  1.0  1 (2d) 3d       118.327    118.3269   0.062   0.0593  -1.227 3.602E+10-1.00E+00
     -16.528  1.0  1 (3p) 3p       937.905  2.0  1 (2d) 3d       118.336    118.3354   0.159   0.1510  -0.821 9.174E+10-8.58E-01
     -19.134  2.0  1 (3p) 3p       937.837  1.0  1 (2d) 3d       118.650    118.6501   0.005   0.0050  -2.304 3.033E+09-8.82E-01
     -19.134  2.0  1 (3p) 3p       937.905  2.0  1 (2d) 3d       118.659    118.6585   0.071   0.0680  -1.167 4.155E+10-1.00E+00
     -19.134  2.0  1 (3p) 3p       938.058  3.0  1 (2d) 3d       118.678    118.6774   0.322   0.3072  -0.513 1.877E+11-1.00E+00
      17.874  2.0  1 (1d) 1d       975.182  1.0  1 (2p) 3p       118.692    118.6919   0.000   0.0004  -3.368 2.619E+08-8.88E-01
      17.874  2.0  1 (1d) 1d       975.425  2.0  1 (2p) 3p       118.722    118.7220   0.005   0.0049  -2.307 3.019E+09-9.48E-01
     -16.528  1.0  1 (3p) 3p       945.776  2.0  1 (2d) 1d       119.311    119.3112   0.001   0.0005  -3.265 3.355E+08-9.45E-01
     -19.134  2.0  1 (3p) 3p       945.776  2.0  1 (2d) 1d       119.635    119.6344   0.004   0.0036  -2.448 2.212E+09 7.43E-01
      17.874  2.0  1 (1d) 1d       983.096  1.0  1 (2p) 1p       119.673    119.6730   0.223   0.2144  -0.669 1.332E+11 9.84E-01
     -15.414  0.0  1 (3p) 3p       975.182  1.0  1 (2p) 3p       122.819    122.8191   0.059   0.0580  -1.236 3.798E+10-9.99E-01
     -16.528  1.0  1 (3p) 3p       975.071  0.0  1 (2p) 3p       122.944    122.9434   0.051   0.0501  -1.300 3.285E+10 1.00E+00
     -16.528  1.0  1 (3p) 3p       975.182  1.0  1 (2p) 3p       122.957    122.9572   0.037   0.0361  -1.443 2.367E+10 7.99E-01
     -16.528  1.0  1 (3p) 3p       975.425  2.0  1 (2p) 3p       122.987    122.9873   0.077   0.0763  -1.117 5.009E+10-1.00E+00
     -19.134  2.0  1 (3p) 3p       975.182  1.0  1 (2p) 3p       123.280    123.2803   0.057   0.0562  -1.250 3.706E+10 8.11E-01
     -19.134  2.0  1 (3p) 3p       975.425  2.0  1 (2p) 3p       123.311    123.3104   0.174   0.1720  -0.764 1.135E+11 8.48E-01
     -19.134  2.0  1 (3p) 3p       983.096  1.0  1 (2p) 1p       124.262    124.2615   0.000   0.0001  -3.937 7.754E+07 5.92E-02
      71.298  0.0  1 (1s) 1s      1109.962  1.0  3 (2d) 1p       128.779    128.7787   0.036   0.0377  -1.424 2.712E+10-7.10E-01
      71.298  0.0  1 (1s) 1s      1110.890  1.0  3 (2d) 3d       128.894    128.8938   0.017   0.0175  -1.757 1.262E+10 8.96E-01
      17.874  2.0  1 (1d) 1d      1061.872  2.0  3 (4s) 3d       129.440    129.4402   0.000   0.0003  -3.522 2.186E+08 7.96E-02
      17.874  2.0  1 (1d) 1d      1062.051  3.0  3 (4s) 3d       129.462    129.4623   0.001   0.0009  -3.050 6.479E+08 6.79E-02
      71.298  0.0  1 (1s) 1s      1118.996  1.0  3 (2d) 3s       129.899    129.8988   0.000   0.0001  -3.853 1.028E+08-6.96E-02
     -19.134  2.0  1 (3p) 3p      1047.610  2.0  3 (4s) 5d       132.261    132.2603   0.000   0.0002  -3.693 1.537E+08 2.38E-01
      71.298  0.0  1 (1s) 1s      1145.381  1.0  3 (2p) 3p       133.170    133.1702   0.002   0.0017  -2.769 1.308E+09-7.80E-01
     -15.414  0.0  1 (3p) 3p      1061.833  1.0  3 (4s) 3d       133.563    133.5625   0.250   0.2688  -0.571 2.081E+11-3.85E-01
     -16.528  1.0  1 (3p) 3p      1061.833  1.0  3 (4s) 3d       133.701    133.7005   0.191   0.2055  -0.687 1.594E+11-3.92E-01
     -16.528  1.0  1 (3p) 3p      1061.872  2.0  3 (4s) 3d       133.706    133.7055   0.563   0.6055  -0.218 4.696E+11-3.88E-01
      71.298  0.0  1 (1s) 1s      1149.898  1.0  3 (2p) 3d       133.730    133.7302   0.000   0.0002  -3.635 1.797E+08 5.02E-02
     -19.134  2.0  1 (3p) 3p      1061.833  1.0  3 (4s) 3d       134.024    134.0237   0.013   0.0145  -1.840 1.127E+10-3.95E-01
     -19.134  2.0  1 (3p) 3p      1061.872  2.0  3 (4s) 3d       134.029    134.0286   0.199   0.2138  -0.670 1.667E+11-4.03E-01
     -19.134  2.0  1 (3p) 3p      1062.051  3.0  3 (4s) 3d       134.051    134.0507   1.088   1.1724   0.069 9.141E+11-4.10E-01
      17.874  2.0  1 (1d) 1d      1102.793  2.0  3 (2d) 3f       134.514    134.5138   0.000   0.0004  -3.353 3.486E+08 7.40E-02
