    107.4378   0.0000
    108.6256   0.0003
    111.2699   0.0001
    112.7529   0.0000
    112.8909   0.1382
    113.0492   0.0000
    113.2141   0.4810
    114.0617   0.0009
    114.0890   0.0004
    115.0460   0.5667
    118.1889   0.0000
    118.3269   0.0593
    118.3354   0.0755
    118.6501   0.0099
    118.6585   0.0680
    118.6774   0.2048
    118.6919   0.0009
    118.7220   0.0049
    119.3112   0.0003
    119.6344   0.0036
    119.6730   0.4287
    122.8191   0.0000
    122.9434 Infinity
    122.9572   0.0361
    122.9873   0.0382
    123.2803   0.1124
    123.3104   0.1720
    124.2615   0.0002
    128.7787   0.0000
    128.8938   0.0000
    129.4402   0.0003
    129.4623   0.0006
    129.8988   0.0000
    132.2603   0.0002
    133.1702   0.0000
    133.5625   0.0000
    133.7005   0.2055
    133.7055   0.3027
    133.7302   0.0000
    134.0237   0.0289
    134.0286   0.2138
    134.0507   0.7816
    134.5138   0.0004
    134.5617   0.0006
    134.9063   0.0011
    135.4025   0.4945
    135.4925   0.0007
    135.5177   0.3046
    135.7668   0.0000
    136.0147   0.0014
    136.0870   0.0173
    136.4605   1.1468
    136.5226   0.0011
    137.3230   1.5418
    138.7790   0.0009
    138.8738 Infinity
    139.1022   0.0007
    139.1501   0.0030
    139.4947   0.0001
    139.5298   0.0000
    139.6043   0.0036
    139.6171   0.0056
    139.6449   0.0000
    139.6678   0.0467
    139.7518   0.3803
    139.7829   0.1595
    139.7940   0.0029
    139.8558   0.0004
    139.9909   0.0004
    140.0749   0.1742
    140.0809   0.9615
    140.1061   0.0369
    140.2143   0.0000
    140.2430   0.4352
    140.2800   0.1575
    140.3495   0.0052
    140.3523   0.2111
    140.3540   0.0004
    140.3744 Infinity
    140.4299   0.4214
    140.6031   1.2386
    140.6498   0.0000
    140.6754   0.7959
    140.7879   0.3609
    140.9854   1.3201
    141.0489   0.0070
    141.1110   1.1756
    141.9115   0.0150
    142.3906   0.1087
    143.8824   0.0010
    143.9213   0.0000
    144.0261 Infinity
    144.0593   0.0707
    144.1211   0.0320
    144.1927   0.0053
    144.2055   0.0003
    144.3824   0.1236
    144.4442   0.1847
    144.4812   0.0000
    144.5083   0.1676
    144.6193   0.2548
    144.6952   0.2017
    144.8314   0.0916
    144.9379   0.7689
    144.9424   0.0300
    145.0183   0.1264
    145.5738   0.0007
    146.5179   0.0000
    146.6559   0.0002
    150.8663   0.0000
    151.0043   0.0262
    151.3275   0.0904
    151.5519   0.0000
    153.1905   0.0002
    153.2007   0.0001
    153.2198   0.0001
    153.5268   0.1052
    154.3800   0.0000
    154.5150   0.0000
    154.6384   0.0001
    154.6484   0.0004
    154.7226   0.0000
    154.8969   0.0000
    157.3178   0.0000
    157.4558   0.0122
    157.4660   0.0160
    157.7790   0.0020
    157.7891   0.0142
    157.7921   0.0001
    157.8083   0.0442
    157.8506   0.0007
    157.8796   0.0008
    158.1152   0.0004
    158.1757   0.0977
    158.7628   0.0000
    158.9009   0.1149
    158.9037   0.1717
    158.9636   0.0000
    159.0101   0.0000
    159.2240   0.0157
    159.2268   0.1174
    159.2369   0.4370
    159.6542   0.0000
    160.0999   0.0000
    160.7105   0.0002
    160.7352   0.0004
    160.8226   0.0003
    161.0038   0.0132
    161.0292   0.0001
    161.1388   0.2350
    161.3464   0.0055
    161.5207   0.0007
    161.6775   0.5680
    161.9175   0.6616
    161.9779   0.0000
    162.1033 Infinity
    162.1159   0.0078
    162.1449   0.0079
    162.4391   0.0240
    162.4681   0.0379
    162.7642   0.0002
    164.9758   0.0005
    165.1311   0.0000
    165.2661   0.0000
    165.2691   0.0422
    165.2857   0.0952
    165.2989   0.0004
    165.3236   0.0019
    165.4041   0.0083
    165.4736   0.0000
    165.4817   0.0024
    165.4872   0.0001
    165.5874   0.0010
    165.5922   0.0022
    165.5934   0.0028
    165.5970   0.0445
    165.6007   0.0004
    165.6089   0.0412
    165.6117   0.0692
    165.6129 Infinity
    165.6176   0.2374
    165.6335   0.0182
    165.6339   0.0002
    165.6480   0.0000
    165.6718   0.0021
    165.7180   0.1276
    165.7272   0.0085
    165.7860   0.1082
    165.9201   0.3481
    165.9348   0.1876
    165.9428   0.0001
    166.1038   0.3916
    166.1091   0.4209
    166.1573   0.0000
    166.2389   0.0000
    166.2530   0.0090
    166.2659   0.0022
    166.2682   0.0018
    166.5060   0.0038
    166.7237   0.0243
    169.7147   0.0000
    169.7282   0.0000
    169.7470   0.0003
    169.7612   0.0000
    169.8490 Infinity
    169.8527   0.0206
    169.8587   0.0188
    169.8660   0.0015
    169.8662   0.0007
    169.8664 Infinity
    169.8988   0.0071
    169.8992   0.0128
    169.9833   0.0008
    170.0756   0.0014
    170.1759   0.0487
    170.1819   0.0647
    170.1892   0.0017
    170.1894   0.0027
    170.2219   0.0170
    170.2223   0.0032
    170.2602   0.0232
    170.3064   0.0007
    170.4053   0.0000
    170.5335   0.2095
    170.5433   0.1436
    170.6922   0.0039
    170.8320   0.0000
    170.8414   0.4950
    170.8510   0.0000
    170.8567   0.1393
    170.8664   0.0190
    170.9890   0.0005
    171.3371   0.0000
    172.5616   0.0002
    172.5787   0.0004
    172.6059   0.0001
    172.7009   0.0113
    172.7166   0.0002
    172.7811   0.1188
    172.8627   0.0025
    172.9719   0.0007
    173.0977   0.3283
    173.2112   0.3892
    176.8269   0.0004
    176.8281   0.0000
    176.9083   0.0000
    176.9662   0.0185
    176.9819   0.0494
    176.9900   0.0000
    177.0464   0.0046
    177.0992   0.0000
    177.1262   0.0182
    177.1274 Infinity
    177.1280   0.0395
    177.1500   0.0003
    177.1671   0.0017
    177.2372   0.0481
    177.2742   0.0019
    177.2893   0.0004
    177.3050   0.0155
    177.3161   0.1167
    177.3343   0.0041
    177.3417   0.0005
    177.3630   0.0001
    177.3695   0.0048
    177.3870   0.0511
    177.4494   0.1689
    177.4512   0.0737
    177.4619   0.0018
    177.4671   0.0109
    177.5604   0.2182
    177.6073   0.1967
    177.6862   0.0009
    177.7996   0.0017
    177.9609   0.0147
    181.4690   0.0000
    181.5395   0.0002
    181.5831   0.0000
    181.5996   0.0119
    181.6070   0.0080
    181.6099 Infinity
    181.6523   0.0026
    181.7211   0.0417
    181.7324   0.0468
