Merged spectral data

 196.83;884.00000
 196.90;940.00000
 196.97;896.00000
 197.04;929.00000
 197.11;766.00000
 197.18;940.00000
 197.25;858.00000
 197.32;930.00000
 197.39;840.00000
 197.46;889.00000
 197.53;910.00000
 197.59;829.00000
 197.66;795.00000
 197.73;882.00000
 197.80;916.00000
 197.87;893.00000
 197.94;802.00000
 198.01;831.00000
 198.08;881.00000
 198.15;832.00000
 198.22;844.00000
 198.29;795.00000
 198.36;883.00000
 198.43;848.00000
 198.49;862.00000
 198.56;902.00000
 198.63;893.00000
 198.70;871.00000
 198.77;936.00000
 198.84;827.00000
 198.91;927.00000
 198.98;876.00000
 199.05;835.00000
 199.12;858.00000
 199.19;881.00000
 199.25;839.00000
 199.32;842.00000
 199.39;873.00000
 199.46;815.00000
 199.53;928.00000
 199.60;795.00000
 199.67;989.00000
 199.74;932.00000
 199.81;885.00000
 199.88;832.00000
 199.94;827.00000
 200.01;894.00000
 200.08;826.00000
 200.15;854.00000
 200.22;858.00000
 200.29;849.00000
 200.36;877.00000
 200.43;847.00000
 200.50;867.00000
 200.56;827.00000
 200.63;826.00000
 200.70;818.00000
 200.77;847.00000
 200.84;867.00000
 200.91;843.00000
 200.98;787.00000
 201.05;829.00000
 201.12;825.00000
 201.18;885.00000
 201.25;859.00000
 201.32;817.00000
 201.39;862.00000
 201.46;860.00000
 201.53;904.00000
 201.60;865.00000
 201.67;950.00000
 201.74;951.00000
 201.80;840.00000
 201.87;896.00000
 201.94;930.00000
 202.01;917.00000
 202.08;877.00000
 202.15;930.00000
 202.22;966.00000
 202.29;827.00000
 202.35;854.00000
 202.42;846.00000
 202.49;815.00000
 202.56;881.00000
 202.63;789.00000
 202.70;825.00000
 202.77;865.00000
 202.84;847.00000
 202.90;872.00000
 202.97;812.00000
 203.04;982.00000
 203.11;848.00000
 203.18;853.00000
 203.25;872.00000
 203.32;830.00000
 203.38;873.00000
 203.45;906.00000
 203.52;842.00000
 203.59;818.00000
 203.66;855.00000
 203.73;796.00000
 203.80;893.00000
 203.86;851.00000
 203.93;783.00000
 204.00;895.00000
 204.07;864.00000
 204.14;884.00000
 204.21;769.00000
 204.28;839.00000
 204.34;817.00000
 204.41;858.00000
 204.48;778.00000
 204.55;786.00000
 204.62;831.00000
 204.69;838.00000
 204.76;853.00000
 204.82;873.00000
 204.89;883.00000
 204.96;865.00000
 205.03;855.00000
 205.10;828.00000
 205.17;798.00000
 205.24;853.00000
 205.30;820.00000
 205.37;883.00000
 205.44;884.00000
 205.51;957.00000
 205.58;960.00000
 205.65;836.00000
 205.71;893.00000
 205.78;952.00000
 205.85;842.00000
 205.92;904.00000
 205.99;890.00000
 206.06;860.00000
 206.12;834.00000
 206.19;807.00000
 206.26;932.00000
 206.33;805.00000
 206.40;766.00000
 206.47;863.00000
 206.53;821.00000
 206.60;888.00000
 206.67;852.00000
 206.74;857.00000
 206.81;871.00000
 206.88;862.00000
 206.94;870.00000
 207.01;782.00000
 207.08;824.00000
 207.15;779.00000
 207.22;863.00000
 207.29;863.00000
 207.35;825.00000
 207.42;890.00000
 207.49;973.00000
 207.56;1001.00000
 207.63;793.00000
 207.69;878.00000
 207.76;875.00000
 207.83;912.00000
 207.90;830.00000
 207.97;892.00000
 208.04;787.00000
 208.10;865.00000
 208.17;840.00000
 208.24;871.00000
 208.31;892.00000
 208.38;1001.00000
 208.44;864.00000
 208.51;806.00000
 208.58;917.00000
 208.65;922.00000
 208.72;774.00000
 208.78;884.00000
 208.85;869.00000
 208.92;862.00000
 208.99;901.00000
 209.06;819.00000
 209.13;864.00000
 209.19;932.00000
 209.26;873.00000
 209.33;866.00000
 209.40;811.00000
 209.47;784.00000
 209.53;848.00000
 209.60;924.00000
 209.67;783.00000
 209.74;835.00000
 209.81;910.00000
 209.87;854.00000
 209.94;864.00000
 210.01;837.00000
 210.08;815.00000
 210.14;941.00000
 210.21;923.00000
 210.28;854.00000
 210.35;880.00000
 210.42;839.00000
 210.48;986.00000
 210.55;789.00000
 210.62;897.00000
 210.69;862.00000
 210.76;937.00000
 210.82;909.00000
 210.89;952.00000
 210.96;950.00000
 211.03;845.00000
 211.10;860.00000
 211.16;860.00000
 211.23;868.00000
 211.30;853.00000
 211.37;890.00000
 211.43;912.00000
 211.50;852.00000
 211.57;822.00000
 211.64;850.00000
 211.71;877.00000
 211.77;898.00000
 211.84;822.00000
 211.91;859.00000
 211.98;823.00000
 212.04;794.00000
 212.11;853.00000
 212.18;915.00000
 212.25;923.00000
 212.32;819.00000
 212.38;857.00000
 212.45;812.00000
 212.52;927.00000
 212.59;799.00000
 212.65;925.00000
 212.72;874.00000
 212.79;850.00000
 212.86;997.00000
 212.92;899.00000
 212.99;846.00000
 213.06;835.00000
 213.13;761.00000
 213.19;798.00000
 213.26;935.00000
 213.33;899.00000
 213.40;1033.00000
 213.46;798.00000
 213.53;847.00000
 213.60;821.00000
 213.67;867.00000
 213.74;842.00000
 213.80;809.00000
 213.87;781.00000
 213.94;840.00000
 214.01;859.00000
 214.07;793.00000
 214.14;878.00000
 214.21;754.00000
 214.28;818.00000
 214.34;883.00000
 214.41;930.00000
 214.48;831.00000
 214.55;809.00000
 214.61;893.00000
 214.68;935.00000
 214.75;951.00000
 214.82;765.00000
 214.88;844.00000
 214.95;858.00000
 215.02;959.00000
 215.08;843.00000
 215.15;802.00000
 215.22;798.00000
 215.29;843.00000
 215.35;933.00000
 215.42;869.00000
 215.49;817.00000
 215.56;843.00000
 215.62;817.00000
 215.69;822.00000
 215.76;820.00000
 215.83;906.00000
 215.89;831.00000
 215.96;866.00000
 216.03;813.00000
 216.10;860.00000
 216.16;771.00000
 216.23;833.00000
 216.30;995.00000
 216.36;904.00000
 216.43;826.00000
 216.50;869.00000
 216.57;760.00000
 216.63;867.00000
 216.70;870.00000
 216.77;823.00000
 216.84;836.00000
 216.90;892.00000
 216.97;881.00000
 217.04;833.00000
 217.10;927.00000
 217.17;824.00000
 217.24;868.00000
 217.31;824.00000
 217.37;894.00000
 217.44;881.00000
 217.51;820.00000
 217.57;888.00000
 217.64;822.00000
 217.71;803.00000
 217.78;828.00000
 217.84;940.00000
 217.91;880.00000
 217.98;885.00000
 218.04;923.00000
 218.11;854.00000
 218.18;952.00000
 218.25;836.00000
 218.31;816.00000
 218.38;913.00000
 218.45;801.00000
 218.51;938.00000
 218.58;812.00000
 218.65;806.00000
 218.71;810.00000
 218.78;764.00000
 218.85;849.00000
 218.92;886.00000
 218.98;863.00000
 219.05;857.00000
 219.12;808.00000
 219.18;912.00000
 219.25;895.00000
 219.32;821.00000
 219.38;904.00000
 219.45;938.00000
 219.52;808.00000
 219.58;741.00000
 219.65;898.00000
 219.72;780.00000
 219.79;813.00000
 219.85;946.00000
 219.92;858.00000
 219.99;917.00000
 220.05;818.00000
 220.12;908.00000
 220.19;811.00000
 220.25;903.00000
 220.32;804.00000
 220.39;823.00000
 220.45;904.00000
 220.52;827.00000
 220.59;889.00000
 220.65;840.00000
 220.72;881.00000
 220.79;946.00000
 220.86;847.00000
 220.92;898.00000
 220.99;762.00000
 221.06;902.00000
 221.12;875.00000
 221.19;903.00000
