       0.000  0.0  1 (1s) 1s       612.930  1.0  1 (2p) 3p        75.994     75.9942   0.057   0.0232  -1.635 5.802E+09-9.83E-01
       0.000  0.0  1 (1s) 1s       618.327  1.0  1 (2p) 1p        76.663     76.6633   0.529   0.2173  -0.663 5.540E+10-9.82E-01
       0.000  0.0  1 (1s) 1s       754.601  1.0  3 (2p) 3p        93.559     93.5592   0.006   0.0030  -2.521 1.144E+09-8.10E-01
       0.000  0.0  1 (1s) 1s       760.770  1.0  3 (2p) 3d        94.324     94.3241   0.202   0.1022  -0.990 3.946E+10-8.04E-01
       0.000  0.0  1 (1s) 1s       765.470  1.0  3 (2p) 1p        94.907     94.9068   1.588   0.8065  -0.093 3.152E+11 8.00E-01
       0.000  0.0  1 (1s) 1s       798.434  1.0  2 (2p) 3p        98.994     98.9938   0.031   0.0165  -1.782 7.023E+09-5.82E-01
       0.000  0.0  1 (1s) 1s       801.691  1.0  2 (2p) 1p        99.398     99.3976   0.045   0.0240  -1.620 1.028E+10-6.25E-01
       0.000  0.0  1 (1s) 1s       847.668  1.0  4 (2p) 3p       105.098    105.0981   0.004   0.0025  -2.604 1.192E+09-8.12E-01
       0.000  0.0  1 (1s) 1s       850.635  1.0  4 (2p) 3d       105.466    105.4660   0.171   0.0966  -1.015 4.663E+10-8.01E-01
       0.000  0.0  1 (1s) 1s       854.333  1.0  4 (2p) 1p       105.925    105.9244   0.578   0.3275  -0.485 1.594E+11 7.93E-01
       0.000  0.0  1 (1s) 1s       890.009  1.0  5 (2p) 3p       110.348    110.3477   0.003   0.0019  -2.727 9.897E+08-9.55E-01
       0.000  0.0  1 (1s) 1s       891.752  1.0  5 (2p) 3d       110.564    110.5639   0.165   0.0978  -1.010 5.189E+10-9.58E-01
       0.000  0.0  1 (1s) 1s       895.038  1.0  5 (2p) 1p       110.971    110.9712   0.282   0.1678  -0.775 8.966E+10 9.59E-01
