  1  1 0.0    0.000
  2  1 0.0  614.588
  2  2 0.0  754.212
  2  3 0.0  800.940
  2  4 0.0  847.404
  2  5 0.0  889.841
  2  3 3.0  756.690
  2  3 3.0  758.560
  2  3 3.0  761.339
  2  4 3.0  848.462
  2  4 3.0  849.264
  2  4 3.0  852.193
  2  5 3.0  890.375
  2  5 3.0  890.769
  2  5 3.0  893.916
  2  3 4.0  756.093
  2  4 4.0  848.130
  2  5 4.0  890.189
