    0.000  0.0  1 (1s) 1s       612.930  1.0  1 (2p) 3p        75.994   0.0232
    0.000  0.0  1 (1s) 1s       618.327  1.0  1 (2p) 1p        76.663   0.2173
    0.000  0.0  1 (1s) 1s       754.601  1.0  3 (2p) 3p        93.559   0.0030
    0.000  0.0  1 (1s) 1s       760.770  1.0  3 (2p) 3d        94.324   0.1022
    0.000  0.0  1 (1s) 1s       765.470  1.0  3 (2p) 1p        94.907   0.8065
    0.000  0.0  1 (1s) 1s       798.434  1.0  2 (2p) 3p        98.994   0.0165
    0.000  0.0  1 (1s) 1s       801.691  1.0  2 (2p) 1p        99.398   0.0240
    0.000  0.0  1 (1s) 1s       847.668  1.0  4 (2p) 3p       105.098   0.0025
    0.000  0.0  1 (1s) 1s       850.635  1.0  4 (2p) 3d       105.466   0.0966
    0.000  0.0  1 (1s) 1s       854.333  1.0  4 (2p) 1p       105.925   0.3275
    0.000  0.0  1 (1s) 1s       890.009  1.0  5 (2p) 3p       110.348   0.0019
    0.000  0.0  1 (1s) 1s       891.752  1.0  5 (2p) 3d       110.564   0.0978
    0.000  0.0  1 (1s) 1s       895.038  1.0  5 (2p) 1p       110.971   0.1678
