  1  1 0.5    2.283
  1  1 1.5   -1.141
  2  3 4.5  913.802
  2  3 4.5  948.508
  2  4 4.5 1058.024
  2  4 4.5 1094.261
  2  5 4.5 1123.873
  2  5 4.5 1160.534
