     92.8681   0.0005
     93.0232   0.0007
     93.0404   0.0005
     93.2927   0.0055
     93.9197   0.0658
     94.2231   0.1509
     94.3443   0.3927
     94.6477   0.0815
     97.5826   0.1569
     98.0044   0.2634
     98.0072   0.0186
    104.1209   0.0414
    104.5455   0.0707
    112.4891   0.0001
    112.5352   0.0004
    112.8613   0.0002
    112.9136   0.0006
    112.9598   0.0002
    113.3769   0.0078
    113.5235   0.0008
    113.7138   0.0154
    113.8015   0.0034
    113.8565   0.0019
    113.9481   0.0079
    114.0459   0.1017
    114.0654   0.3587
    114.0688   0.0711
    114.1107   0.0316
    114.3762   0.4437
    114.4704   0.0645
    114.4900   0.4126
    114.6280   1.4201
    114.8008   0.0733
    117.6395   0.1431
    117.9538   0.2002
    118.0487   0.4185
    118.0640   0.3732
    118.2447   0.5822
    118.3784   0.8852
    118.4732   0.1528
    118.5147   0.0960
    118.5996   0.8550
    118.6692   0.1258
    123.8102   0.0021
    124.0045   0.0010
    124.0273   0.0001
    124.1078   0.0098
    124.2347   0.0146
    124.3731   0.0268
    124.4070   0.1977
    124.4291   0.0003
    124.5323   0.0574
    124.7977   0.0144
    124.8124   0.2921
    124.8316   0.0306
    128.3123   0.0238
    128.7356   0.0417
    128.7369   0.0028
    130.7720   0.0003
    130.8321   0.0017
    131.0891   0.0015
    131.1461   0.0003
    131.1719   0.0067
    131.1966   0.0015
    131.2567   0.0006
    131.2765   0.0074
    131.4959   0.0719
    131.5137   0.0025
    131.5488   0.0813
    131.5669   0.0546
    131.5965   0.0241
    131.7010   0.0002
    131.7467   0.0301
    131.7950   0.0555
    131.8292   0.3696
    131.9205   0.0412
    131.9733   0.2752
    132.1260   0.6844
    132.2538   0.0127
    134.8041   0.0256
    135.2287   0.0455
    135.6385   0.0639
    135.6633   0.0026
    135.6904   0.1616
    135.7492   0.1538
    136.0631   0.2638
    136.0878   0.1422
    136.0999   0.0131
    136.1442   0.2311
    136.1738   0.0372
    139.0288   0.0003
    139.0786   0.0018
    139.2023   0.0090
    139.2616   0.0114
    139.4166   0.0003
    139.4430   0.0157
    139.4534   0.0015
    139.4852   0.0480
    139.5031   0.0005
    139.5190   0.0301
    139.6269   0.0066
    139.6709   0.1048
    139.6862   0.0534
    139.7701   0.2190
    139.8626   0.0037
    139.8676   0.0012
    139.8931   0.0761
    139.9097   0.0260
    139.9436   0.1488
    140.0868   0.3002
    140.1946   0.0144
    142.2085   0.1103
    142.6191   0.1685
    142.6330   0.0188
    143.6968   0.0222
    143.7425   0.0359
    143.7670   0.0718
    143.7946   0.0766
    144.1213   0.0638
    144.1671   0.1350
    144.1677   0.0017
    144.1916   0.0229
    144.2033   0.1223
    144.2191   0.0225
    150.3191   0.0392
    150.7383   0.0583
    150.7437   0.0064
